,location,target,type,quantile,value
0,69,4 wk ahead cum death,quantile,0.01,2.79235869142573
1,69,4 wk ahead cum death,quantile,0.025,2.79244943346887
2,69,4 wk ahead cum death,quantile,0.05,2.7925377957935695
3,69,4 wk ahead cum death,quantile,0.1,2.79263601457149
4,69,4 wk ahead cum death,quantile,0.15,2.79270985720329
5,69,4 wk ahead cum death,quantile,0.2,2.79829563968111
6,69,4 wk ahead cum death,quantile,0.25,2.79841189912274
7,69,4 wk ahead cum death,quantile,0.3,2.79848808057926
8,69,4 wk ahead cum death,quantile,0.35,2.8041794887024
9,69,4 wk ahead cum death,quantile,0.4,2.80431075174057
10,69,4 wk ahead cum death,quantile,0.45,2.80439461251081
11,69,4 wk ahead cum death,quantile,0.5,2.8722876450467996
12,69,4 wk ahead cum death,quantile,0.55,2.8725895120750398
13,69,4 wk ahead cum death,quantile,0.6,2.8727152374637597
14,69,4 wk ahead cum death,quantile,0.65,2.8800928435992903
15,69,4 wk ahead cum death,quantile,0.7,2.88022959566844
16,69,4 wk ahead cum death,quantile,0.75,2.88770813885193
17,69,4 wk ahead cum death,quantile,0.8,2.88793233369454
18,69,4 wk ahead cum death,quantile,0.85,2.8880675258804898
19,69,4 wk ahead cum death,quantile,0.9,2.97832254509439
20,69,4 wk ahead cum death,quantile,0.95,2.98846601409074
21,69,4 wk ahead cum death,quantile,0.975,3.0983611986988198
22,69,4 wk ahead cum death,quantile,0.99,3.11124898241979
23,66,4 wk ahead cum death,quantile,0.01,5.56014659143737
24,66,4 wk ahead cum death,quantile,0.025,5.560191593139059
25,66,4 wk ahead cum death,quantile,0.05,5.5602582015759
26,66,4 wk ahead cum death,quantile,0.1,5.560355154170701
27,66,4 wk ahead cum death,quantile,0.15,5.56470616474567
28,66,4 wk ahead cum death,quantile,0.2,5.564816219784241
29,66,4 wk ahead cum death,quantile,0.25,5.564904129150209
30,66,4 wk ahead cum death,quantile,0.3,5.5693628896642196
31,66,4 wk ahead cum death,quantile,0.35,5.56946811217162
32,66,4 wk ahead cum death,quantile,0.4,5.569556557222099
33,66,4 wk ahead cum death,quantile,0.45,5.62774137422286
34,66,4 wk ahead cum death,quantile,0.5,5.6278603641248
35,66,4 wk ahead cum death,quantile,0.55,5.633632180099781
36,66,4 wk ahead cum death,quantile,0.6,5.6337633447607605
37,66,4 wk ahead cum death,quantile,0.65,5.63967082253957
38,66,4 wk ahead cum death,quantile,0.7,5.63980809547009
39,66,4 wk ahead cum death,quantile,0.75,5.71160098598539
40,66,4 wk ahead cum death,quantile,0.8,5.71921751812081
41,66,4 wk ahead cum death,quantile,0.85,5.71942954277776
42,66,4 wk ahead cum death,quantile,0.9,5.72741351681807
43,66,4 wk ahead cum death,quantile,0.95,5.828124593827339
44,66,4 wk ahead cum death,quantile,0.975,5.83860959189851
45,66,4 wk ahead cum death,quantile,0.99,5.83890471374754
46,69,3 wk ahead cum death,quantile,0.01,2.6508196603107
47,69,3 wk ahead cum death,quantile,0.025,2.65088695579819
48,69,3 wk ahead cum death,quantile,0.05,2.65095183120881
49,69,3 wk ahead cum death,quantile,0.1,2.6510255631343997
50,69,3 wk ahead cum death,quantile,0.15,2.6510803139836003
51,69,3 wk ahead cum death,quantile,0.2,2.65232495150754
52,69,3 wk ahead cum death,quantile,0.25,2.6524039633883
53,69,3 wk ahead cum death,quantile,0.3,2.65245682503344
54,69,3 wk ahead cum death,quantile,0.35,2.6536969874542797
55,69,3 wk ahead cum death,quantile,0.4,2.65378396157068
56,69,3 wk ahead cum death,quantile,0.45,2.6538423870086403
57,69,3 wk ahead cum death,quantile,0.5,2.7136542107748802
58,69,3 wk ahead cum death,quantile,0.55,2.71387523781523
59,69,3 wk ahead cum death,quantile,0.6,2.71396814548037
60,69,3 wk ahead cum death,quantile,0.65,2.7156172267056204
61,69,3 wk ahead cum death,quantile,0.7,2.71571102799461
62,69,3 wk ahead cum death,quantile,0.75,2.71731662632
63,69,3 wk ahead cum death,quantile,0.8,2.7174624114062897
64,69,3 wk ahead cum death,quantile,0.85,2.71755860960702
65,69,3 wk ahead cum death,quantile,0.9,2.79148029803599
66,69,3 wk ahead cum death,quantile,0.95,2.79384174773345
67,69,3 wk ahead cum death,quantile,0.975,2.8840048404508702
68,69,3 wk ahead cum death,quantile,0.99,2.8868840062216004
69,66,3 wk ahead cum death,quantile,0.01,5.46111929881649
70,66,3 wk ahead cum death,quantile,0.025,5.4611550472208
71,66,3 wk ahead cum death,quantile,0.05,5.4612059159261594
72,66,3 wk ahead cum death,quantile,0.1,5.461277563703259
73,66,3 wk ahead cum death,quantile,0.15,5.4622705678401
74,66,3 wk ahead cum death,quantile,0.2,5.46234714119455
75,66,3 wk ahead cum death,quantile,0.25,5.46240902575853
76,66,3 wk ahead cum death,quantile,0.3,5.46340353710554
77,66,3 wk ahead cum death,quantile,0.35,5.46347482502784
78,66,3 wk ahead cum death,quantile,0.4,5.46353973258201
