,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-15,2020-06-15,757
1,US,1 day ahead inc death,point,,2020-06-15,2020-06-16,749
2,US,2 day ahead inc death,point,,2020-06-15,2020-06-17,737
3,US,3 day ahead inc death,point,,2020-06-15,2020-06-18,726
4,US,4 day ahead inc death,point,,2020-06-15,2020-06-19,715
5,US,5 day ahead inc death,point,,2020-06-15,2020-06-20,703
6,US,6 day ahead inc death,point,,2020-06-15,2020-06-21,691
7,US,7 day ahead inc death,point,,2020-06-15,2020-06-22,679
8,US,8 day ahead inc death,point,,2020-06-15,2020-06-23,667
9,US,9 day ahead inc death,point,,2020-06-15,2020-06-24,654
10,US,10 day ahead inc death,point,,2020-06-15,2020-06-25,642
11,US,11 day ahead inc death,point,,2020-06-15,2020-06-26,629
12,US,12 day ahead inc death,point,,2020-06-15,2020-06-27,616
13,US,13 day ahead inc death,point,,2020-06-15,2020-06-28,604
14,US,14 day ahead inc death,point,,2020-06-15,2020-06-29,591
15,US,15 day ahead inc death,point,,2020-06-15,2020-06-30,578
16,US,16 day ahead inc death,point,,2020-06-15,2020-07-01,566
17,US,17 day ahead inc death,point,,2020-06-15,2020-07-02,553
18,US,18 day ahead inc death,point,,2020-06-15,2020-07-03,547
19,US,19 day ahead inc death,point,,2020-06-15,2020-07-04,538
20,US,20 day ahead inc death,point,,2020-06-15,2020-07-05,530
21,US,21 day ahead inc death,point,,2020-06-15,2020-07-06,522
22,US,22 day ahead inc death,point,,2020-06-15,2020-07-07,513
23,US,23 day ahead inc death,point,,2020-06-15,2020-07-08,505
24,US,24 day ahead inc death,point,,2020-06-15,2020-07-09,496
25,US,25 day ahead inc death,point,,2020-06-15,2020-07-10,488
26,US,26 day ahead inc death,point,,2020-06-15,2020-07-11,479
27,US,27 day ahead inc death,point,,2020-06-15,2020-07-12,471
28,US,28 day ahead inc death,point,,2020-06-15,2020-07-13,462
29,US,29 day ahead inc death,point,,2020-06-15,2020-07-14,453
30,US,30 day ahead inc death,point,,2020-06-15,2020-07-15,445
31,US,31 day ahead inc death,point,,2020-06-15,2020-07-16,436
32,US,32 day ahead inc death,point,,2020-06-15,2020-07-17,428
33,US,33 day ahead inc death,point,,2020-06-15,2020-07-18,419
34,US,34 day ahead inc death,point,,2020-06-15,2020-07-19,410
35,US,35 day ahead inc death,point,,2020-06-15,2020-07-20,402
36,US,36 day ahead inc death,point,,2020-06-15,2020-07-21,393
37,US,37 day ahead inc death,point,,2020-06-15,2020-07-22,385
38,US,38 day ahead inc death,point,,2020-06-15,2020-07-23,377
39,US,39 day ahead inc death,point,,2020-06-15,2020-07-24,373
40,US,40 day ahead inc death,point,,2020-06-15,2020-07-25,367
41,US,41 day ahead inc death,point,,2020-06-15,2020-07-26,362
42,US,42 day ahead inc death,point,,2020-06-15,2020-07-27,357
43,US,43 day ahead inc death,point,,2020-06-15,2020-07-28,351
