,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-02,2020-06-02,1050
1,US,1 day ahead inc death,point,,2020-06-02,2020-06-03,1053
2,US,2 day ahead inc death,point,,2020-06-02,2020-06-04,1055
3,US,3 day ahead inc death,point,,2020-06-02,2020-06-05,1057
4,US,4 day ahead inc death,point,,2020-06-02,2020-06-06,1057
5,US,5 day ahead inc death,point,,2020-06-02,2020-06-07,1057
6,US,6 day ahead inc death,point,,2020-06-02,2020-06-08,1056
7,US,7 day ahead inc death,point,,2020-06-02,2020-06-09,1053
8,US,8 day ahead inc death,point,,2020-06-02,2020-06-10,1050
9,US,9 day ahead inc death,point,,2020-06-02,2020-06-11,1046
10,US,10 day ahead inc death,point,,2020-06-02,2020-06-12,1042
11,US,11 day ahead inc death,point,,2020-06-02,2020-06-13,1036
12,US,12 day ahead inc death,point,,2020-06-02,2020-06-14,1030
13,US,13 day ahead inc death,point,,2020-06-02,2020-06-15,1022
14,US,14 day ahead inc death,point,,2020-06-02,2020-06-16,1014
15,US,15 day ahead inc death,point,,2020-06-02,2020-06-17,1006
16,US,16 day ahead inc death,point,,2020-06-02,2020-06-18,996
17,US,17 day ahead inc death,point,,2020-06-02,2020-06-19,986
18,US,18 day ahead inc death,point,,2020-06-02,2020-06-20,975
19,US,19 day ahead inc death,point,,2020-06-02,2020-06-21,964
20,US,20 day ahead inc death,point,,2020-06-02,2020-06-22,952
21,US,21 day ahead inc death,point,,2020-06-02,2020-06-23,939
22,US,22 day ahead inc death,point,,2020-06-02,2020-06-24,926
23,US,23 day ahead inc death,point,,2020-06-02,2020-06-25,912
24,US,24 day ahead inc death,point,,2020-06-02,2020-06-26,908
25,US,25 day ahead inc death,point,,2020-06-02,2020-06-27,900
26,US,26 day ahead inc death,point,,2020-06-02,2020-06-28,893
27,US,27 day ahead inc death,point,,2020-06-02,2020-06-29,885
28,US,28 day ahead inc death,point,,2020-06-02,2020-06-30,876
29,US,29 day ahead inc death,point,,2020-06-02,2020-07-01,867
30,US,30 day ahead inc death,point,,2020-06-02,2020-07-02,857
31,US,31 day ahead inc death,point,,2020-06-02,2020-07-03,847
32,US,32 day ahead inc death,point,,2020-06-02,2020-07-04,836
33,US,33 day ahead inc death,point,,2020-06-02,2020-07-05,825
34,US,34 day ahead inc death,point,,2020-06-02,2020-07-06,814
35,US,35 day ahead inc death,point,,2020-06-02,2020-07-07,802
36,US,36 day ahead inc death,point,,2020-06-02,2020-07-08,789
37,US,37 day ahead inc death,point,,2020-06-02,2020-07-09,777
38,US,38 day ahead inc death,point,,2020-06-02,2020-07-10,764
39,US,39 day ahead inc death,point,,2020-06-02,2020-07-11,751
40,US,40 day ahead inc death,point,,2020-06-02,2020-07-12,738
