,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-25,2020-06-25,501
1,US,1 day ahead inc death,point,,2020-06-25,2020-06-26,488
2,US,2 day ahead inc death,point,,2020-06-25,2020-06-27,475
3,US,3 day ahead inc death,point,,2020-06-25,2020-06-28,463
4,US,4 day ahead inc death,point,,2020-06-25,2020-06-29,451
5,US,5 day ahead inc death,point,,2020-06-25,2020-06-30,439
6,US,6 day ahead inc death,point,,2020-06-25,2020-07-01,427
7,US,7 day ahead inc death,point,,2020-06-25,2020-07-02,415
8,US,8 day ahead inc death,point,,2020-06-25,2020-07-03,403
9,US,9 day ahead inc death,point,,2020-06-25,2020-07-04,392
10,US,10 day ahead inc death,point,,2020-06-25,2020-07-05,381
11,US,11 day ahead inc death,point,,2020-06-25,2020-07-06,370
12,US,12 day ahead inc death,point,,2020-06-25,2020-07-07,359
13,US,13 day ahead inc death,point,,2020-06-25,2020-07-08,348
14,US,14 day ahead inc death,point,,2020-06-25,2020-07-09,338
15,US,15 day ahead inc death,point,,2020-06-25,2020-07-10,328
16,US,16 day ahead inc death,point,,2020-06-25,2020-07-11,318
17,US,17 day ahead inc death,point,,2020-06-25,2020-07-12,308
18,US,18 day ahead inc death,point,,2020-06-25,2020-07-13,299
19,US,19 day ahead inc death,point,,2020-06-25,2020-07-14,290
20,US,20 day ahead inc death,point,,2020-06-25,2020-07-15,281
21,US,21 day ahead inc death,point,,2020-06-25,2020-07-16,272
22,US,22 day ahead inc death,point,,2020-06-25,2020-07-17,263
23,US,23 day ahead inc death,point,,2020-06-25,2020-07-18,255
24,US,24 day ahead inc death,point,,2020-06-25,2020-07-19,247
25,US,25 day ahead inc death,point,,2020-06-25,2020-07-20,239
26,US,26 day ahead inc death,point,,2020-06-25,2020-07-21,231
27,US,27 day ahead inc death,point,,2020-06-25,2020-07-22,224
28,US,28 day ahead inc death,point,,2020-06-25,2020-07-23,219
29,US,29 day ahead inc death,point,,2020-06-25,2020-07-24,213
30,US,30 day ahead inc death,point,,2020-06-25,2020-07-25,208
31,US,31 day ahead inc death,point,,2020-06-25,2020-07-26,203
32,US,32 day ahead inc death,point,,2020-06-25,2020-07-27,198
33,US,33 day ahead inc death,point,,2020-06-25,2020-07-28,193
34,US,34 day ahead inc death,point,,2020-06-25,2020-07-29,188
35,US,35 day ahead inc death,point,,2020-06-25,2020-07-30,184
36,US,36 day ahead inc death,point,,2020-06-25,2020-07-31,179
37,US,37 day ahead inc death,point,,2020-06-25,2020-08-01,174
38,US,38 day ahead inc death,point,,2020-06-25,2020-08-02,170
39,US,39 day ahead inc death,point,,2020-06-25,2020-08-03,165
