,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-05-29,2020-05-29,1387
1,US,1 day ahead inc death,point,,2020-05-29,2020-05-30,1434
2,US,2 day ahead inc death,point,,2020-05-29,2020-05-31,1477
3,US,3 day ahead inc death,point,,2020-05-29,2020-06-01,1537
4,US,4 day ahead inc death,point,,2020-05-29,2020-06-02,1609
5,US,5 day ahead inc death,point,,2020-05-29,2020-06-03,1679
6,US,6 day ahead inc death,point,,2020-05-29,2020-06-04,1750
7,US,7 day ahead inc death,point,,2020-05-29,2020-06-05,1822
8,US,8 day ahead inc death,point,,2020-05-29,2020-06-06,1893
9,US,9 day ahead inc death,point,,2020-05-29,2020-06-07,1965
10,US,10 day ahead inc death,point,,2020-05-29,2020-06-08,2036
11,US,11 day ahead inc death,point,,2020-05-29,2020-06-09,2106
12,US,12 day ahead inc death,point,,2020-05-29,2020-06-10,2175
13,US,13 day ahead inc death,point,,2020-05-29,2020-06-11,2242
14,US,14 day ahead inc death,point,,2020-05-29,2020-06-12,2307
15,US,15 day ahead inc death,point,,2020-05-29,2020-06-13,2369
16,US,16 day ahead inc death,point,,2020-05-29,2020-06-14,2428
17,US,17 day ahead inc death,point,,2020-05-29,2020-06-15,2484
18,US,18 day ahead inc death,point,,2020-05-29,2020-06-16,2536
19,US,19 day ahead inc death,point,,2020-05-29,2020-06-17,2584
20,US,20 day ahead inc death,point,,2020-05-29,2020-06-18,2627
21,US,21 day ahead inc death,point,,2020-05-29,2020-06-19,2665
22,US,22 day ahead inc death,point,,2020-05-29,2020-06-20,2697
23,US,23 day ahead inc death,point,,2020-05-29,2020-06-21,2724
24,US,24 day ahead inc death,point,,2020-05-29,2020-06-22,2745
25,US,25 day ahead inc death,point,,2020-05-29,2020-06-23,2759
26,US,26 day ahead inc death,point,,2020-05-29,2020-06-24,2768
27,US,27 day ahead inc death,point,,2020-05-29,2020-06-25,2770
28,US,28 day ahead inc death,point,,2020-05-29,2020-06-26,2765
29,US,29 day ahead inc death,point,,2020-05-29,2020-06-27,2755
30,US,30 day ahead inc death,point,,2020-05-29,2020-06-28,2737
31,US,31 day ahead inc death,point,,2020-05-29,2020-06-29,2714
32,US,32 day ahead inc death,point,,2020-05-29,2020-06-30,2685
33,US,33 day ahead inc death,point,,2020-05-29,2020-07-01,2650
34,US,34 day ahead inc death,point,,2020-05-29,2020-07-02,2610
35,US,35 day ahead inc death,point,,2020-05-29,2020-07-03,2536
36,US,36 day ahead inc death,point,,2020-05-29,2020-07-04,2442
37,US,37 day ahead inc death,point,,2020-05-29,2020-07-05,2352
38,US,38 day ahead inc death,point,,2020-05-29,2020-07-06,2259
39,US,39 day ahead inc death,point,,2020-05-29,2020-07-07,2166
40,US,40 day ahead inc death,point,,2020-05-29,2020-07-08,2072
41,US,41 day ahead inc death,point,,2020-05-29,2020-07-09,1980
42,US,42 day ahead inc death,point,,2020-05-29,2020-07-10,1867
43,US,43 day ahead inc death,point,,2020-05-29,2020-07-11,1745
44,US,44 day ahead inc death,point,,2020-05-29,2020-07-12,1633
