,location,target,type,quantile,value
0,US,0 day ahead inc death,point,,566
1,US,1 day ahead inc death,point,,547
2,US,2 day ahead inc death,point,,528
3,US,3 day ahead inc death,point,,510
4,US,4 day ahead inc death,point,,492
5,US,5 day ahead inc death,point,,475
6,US,6 day ahead inc death,point,,458
7,US,7 day ahead inc death,point,,441
8,US,8 day ahead inc death,point,,425
9,US,9 day ahead inc death,point,,409
10,US,10 day ahead inc death,point,,394
11,US,11 day ahead inc death,point,,384
12,US,12 day ahead inc death,point,,372
13,US,13 day ahead inc death,point,,361
14,US,14 day ahead inc death,point,,351
15,US,15 day ahead inc death,point,,340
16,US,16 day ahead inc death,point,,330
17,US,17 day ahead inc death,point,,320
18,US,18 day ahead inc death,point,,310
19,US,19 day ahead inc death,point,,300
20,US,20 day ahead inc death,point,,291
21,US,21 day ahead inc death,point,,282
22,US,22 day ahead inc death,point,,273
23,US,23 day ahead inc death,point,,264
24,US,24 day ahead inc death,point,,255
25,US,25 day ahead inc death,point,,250
26,US,26 day ahead inc death,point,,244
27,US,27 day ahead inc death,point,,238
28,US,28 day ahead inc death,point,,232
29,US,29 day ahead inc death,point,,226
30,US,30 day ahead inc death,point,,221
31,US,31 day ahead inc death,point,,215
32,US,32 day ahead inc death,point,,212
33,US,33 day ahead inc death,point,,209
34,US,34 day ahead inc death,point,,205
35,US,35 day ahead inc death,point,,202
36,US,36 day ahead inc death,point,,198
37,US,37 day ahead inc death,point,,195
38,US,38 day ahead inc death,point,,191
39,US,39 day ahead inc death,point,,188
40,US,40 day ahead inc death,point,,184
41,US,41 day ahead inc death,point,,181
42,US,42 day ahead inc death,point,,178
43,US,43 day ahead inc death,point,,175
44,US,44 day ahead inc death,point,,171
45,US,45 day ahead inc death,point,,168
46,US,46 day ahead inc death,point,,167
47,US,47 day ahead inc death,point,,165
48,US,48 day ahead inc death,point,,163
49,US,49 day ahead inc death,point,,161
50,US,50 day ahead inc death,point,,160
51,US,51 day ahead inc death,point,,158
