,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-10,2020-06-10,842
1,US,1 day ahead inc death,point,,2020-06-10,2020-06-11,825
2,US,2 day ahead inc death,point,,2020-06-10,2020-06-12,809
3,US,3 day ahead inc death,point,,2020-06-10,2020-06-13,792
4,US,4 day ahead inc death,point,,2020-06-10,2020-06-14,775
5,US,5 day ahead inc death,point,,2020-06-10,2020-06-15,757
6,US,6 day ahead inc death,point,,2020-06-10,2020-06-16,749
7,US,7 day ahead inc death,point,,2020-06-10,2020-06-17,737
8,US,8 day ahead inc death,point,,2020-06-10,2020-06-18,726
9,US,9 day ahead inc death,point,,2020-06-10,2020-06-19,715
10,US,10 day ahead inc death,point,,2020-06-10,2020-06-20,703
11,US,11 day ahead inc death,point,,2020-06-10,2020-06-21,691
12,US,12 day ahead inc death,point,,2020-06-10,2020-06-22,679
13,US,13 day ahead inc death,point,,2020-06-10,2020-06-23,667
14,US,14 day ahead inc death,point,,2020-06-10,2020-06-24,654
15,US,15 day ahead inc death,point,,2020-06-10,2020-06-25,642
16,US,16 day ahead inc death,point,,2020-06-10,2020-06-26,629
17,US,17 day ahead inc death,point,,2020-06-10,2020-06-27,616
18,US,18 day ahead inc death,point,,2020-06-10,2020-06-28,604
19,US,19 day ahead inc death,point,,2020-06-10,2020-06-29,591
20,US,20 day ahead inc death,point,,2020-06-10,2020-06-30,578
21,US,21 day ahead inc death,point,,2020-06-10,2020-07-01,566
22,US,22 day ahead inc death,point,,2020-06-10,2020-07-02,553
23,US,23 day ahead inc death,point,,2020-06-10,2020-07-03,547
24,US,24 day ahead inc death,point,,2020-06-10,2020-07-04,538
25,US,25 day ahead inc death,point,,2020-06-10,2020-07-05,530
26,US,26 day ahead inc death,point,,2020-06-10,2020-07-06,522
27,US,27 day ahead inc death,point,,2020-06-10,2020-07-07,513
28,US,28 day ahead inc death,point,,2020-06-10,2020-07-08,505
29,US,29 day ahead inc death,point,,2020-06-10,2020-07-09,496
30,US,30 day ahead inc death,point,,2020-06-10,2020-07-10,488
31,US,31 day ahead inc death,point,,2020-06-10,2020-07-11,479
32,US,32 day ahead inc death,point,,2020-06-10,2020-07-12,471
33,US,33 day ahead inc death,point,,2020-06-10,2020-07-13,462
34,US,34 day ahead inc death,point,,2020-06-10,2020-07-14,453
35,US,35 day ahead inc death,point,,2020-06-10,2020-07-15,445
36,US,36 day ahead inc death,point,,2020-06-10,2020-07-16,436
37,US,37 day ahead inc death,point,,2020-06-10,2020-07-17,428
38,US,38 day ahead inc death,point,,2020-06-10,2020-07-18,419
39,US,39 day ahead inc death,point,,2020-06-10,2020-07-19,410
40,US,40 day ahead inc death,point,,2020-06-10,2020-07-20,402
41,US,41 day ahead inc death,point,,2020-06-10,2020-07-21,393
42,US,42 day ahead inc death,point,,2020-06-10,2020-07-22,385
43,US,43 day ahead inc death,point,,2020-06-10,2020-07-23,377
44,US,44 day ahead inc death,point,,2020-06-10,2020-07-24,373
45,US,45 day ahead inc death,point,,2020-06-10,2020-07-25,367
46,US,46 day ahead inc death,point,,2020-06-10,2020-07-26,362
47,US,47 day ahead inc death,point,,2020-06-10,2020-07-27,357
48,US,48 day ahead inc death,point,,2020-06-10,2020-07-28,351
49,US,49 day ahead inc death,point,,2020-06-10,2020-07-29,346
50,US,50 day ahead inc death,point,,2020-06-10,2020-07-30,341
51,US,51 day ahead inc death,point,,2020-06-10,2020-07-31,336
52,US,52 day ahead inc death,point,,2020-06-10,2020-08-01,330
53,US,53 day ahead inc death,point,,2020-06-10,2020-08-02,325
