,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-05,2020-06-05,1057
1,US,1 day ahead inc death,point,,2020-06-05,2020-06-06,1057
2,US,2 day ahead inc death,point,,2020-06-05,2020-06-07,1057
3,US,3 day ahead inc death,point,,2020-06-05,2020-06-08,1056
4,US,4 day ahead inc death,point,,2020-06-05,2020-06-09,1053
5,US,5 day ahead inc death,point,,2020-06-05,2020-06-10,1050
6,US,6 day ahead inc death,point,,2020-06-05,2020-06-11,1046
7,US,7 day ahead inc death,point,,2020-06-05,2020-06-12,1042
8,US,8 day ahead inc death,point,,2020-06-05,2020-06-13,1036
9,US,9 day ahead inc death,point,,2020-06-05,2020-06-14,1030
10,US,10 day ahead inc death,point,,2020-06-05,2020-06-15,1022
11,US,11 day ahead inc death,point,,2020-06-05,2020-06-16,1026
12,US,12 day ahead inc death,point,,2020-06-05,2020-06-17,1025
13,US,13 day ahead inc death,point,,2020-06-05,2020-06-18,1024
14,US,14 day ahead inc death,point,,2020-06-05,2020-06-19,1022
15,US,15 day ahead inc death,point,,2020-06-05,2020-06-20,1020
16,US,16 day ahead inc death,point,,2020-06-05,2020-06-21,1016
17,US,17 day ahead inc death,point,,2020-06-05,2020-06-22,1012
18,US,18 day ahead inc death,point,,2020-06-05,2020-06-23,1007
19,US,19 day ahead inc death,point,,2020-06-05,2020-06-24,1001
20,US,20 day ahead inc death,point,,2020-06-05,2020-06-25,995
21,US,21 day ahead inc death,point,,2020-06-05,2020-06-26,987
22,US,22 day ahead inc death,point,,2020-06-05,2020-06-27,979
23,US,23 day ahead inc death,point,,2020-06-05,2020-06-28,970
24,US,24 day ahead inc death,point,,2020-06-05,2020-06-29,961
25,US,25 day ahead inc death,point,,2020-06-05,2020-06-30,951
26,US,26 day ahead inc death,point,,2020-06-05,2020-07-01,940
27,US,27 day ahead inc death,point,,2020-06-05,2020-07-02,929
28,US,28 day ahead inc death,point,,2020-06-05,2020-07-03,917
29,US,29 day ahead inc death,point,,2020-06-05,2020-07-04,904
30,US,30 day ahead inc death,point,,2020-06-05,2020-07-05,892
31,US,31 day ahead inc death,point,,2020-06-05,2020-07-06,878
32,US,32 day ahead inc death,point,,2020-06-05,2020-07-07,864
33,US,33 day ahead inc death,point,,2020-06-05,2020-07-08,850
34,US,34 day ahead inc death,point,,2020-06-05,2020-07-09,836
35,US,35 day ahead inc death,point,,2020-06-05,2020-07-10,821
36,US,36 day ahead inc death,point,,2020-06-05,2020-07-11,806
37,US,37 day ahead inc death,point,,2020-06-05,2020-07-12,791
38,US,38 day ahead inc death,point,,2020-06-05,2020-07-13,775
39,US,39 day ahead inc death,point,,2020-06-05,2020-07-14,760
40,US,40 day ahead inc death,point,,2020-06-05,2020-07-15,744
41,US,41 day ahead inc death,point,,2020-06-05,2020-07-16,728
42,US,42 day ahead inc death,point,,2020-06-05,2020-07-17,712
43,US,43 day ahead inc death,point,,2020-06-05,2020-07-18,696
44,US,44 day ahead inc death,point,,2020-06-05,2020-07-19,680
45,US,45 day ahead inc death,point,,2020-06-05,2020-07-20,663
46,US,46 day ahead inc death,point,,2020-06-05,2020-07-21,647
47,US,47 day ahead inc death,point,,2020-06-05,2020-07-22,631
48,US,48 day ahead inc death,point,,2020-06-05,2020-07-23,615
49,US,49 day ahead inc death,point,,2020-06-05,2020-07-24,606
50,US,50 day ahead inc death,point,,2020-06-05,2020-07-25,595
51,US,51 day ahead inc death,point,,2020-06-05,2020-07-26,584
52,US,52 day ahead inc death,point,,2020-06-05,2020-07-27,573
53,US,53 day ahead inc death,point,,2020-06-05,2020-07-28,562
54,US,54 day ahead inc death,point,,2020-06-05,2020-07-29,551
55,US,55 day ahead inc death,point,,2020-06-05,2020-07-30,540
56,US,56 day ahead inc death,point,,2020-06-05,2020-07-31,528
57,US,57 day ahead inc death,point,,2020-06-05,2020-08-01,517
58,US,58 day ahead inc death,point,,2020-06-05,2020-08-02,506
59,US,59 day ahead inc death,point,,2020-06-05,2020-08-03,495
60,US,60 day ahead inc death,point,,2020-06-05,2020-08-04,484
