,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-07-01,2020-07-01,392
1,US,1 day ahead inc death,point,,2020-07-01,2020-07-02,383
2,US,2 day ahead inc death,point,,2020-07-01,2020-07-03,373
3,US,3 day ahead inc death,point,,2020-07-01,2020-07-04,363
4,US,4 day ahead inc death,point,,2020-07-01,2020-07-05,353
5,US,5 day ahead inc death,point,,2020-07-01,2020-07-06,343
6,US,6 day ahead inc death,point,,2020-07-01,2020-07-07,334
7,US,7 day ahead inc death,point,,2020-07-01,2020-07-08,324
8,US,8 day ahead inc death,point,,2020-07-01,2020-07-09,315
9,US,9 day ahead inc death,point,,2020-07-01,2020-07-10,306
10,US,10 day ahead inc death,point,,2020-07-01,2020-07-11,298
11,US,11 day ahead inc death,point,,2020-07-01,2020-07-12,289
12,US,12 day ahead inc death,point,,2020-07-01,2020-07-13,281
13,US,13 day ahead inc death,point,,2020-07-01,2020-07-14,272
14,US,14 day ahead inc death,point,,2020-07-01,2020-07-15,264
15,US,15 day ahead inc death,point,,2020-07-01,2020-07-16,257
16,US,16 day ahead inc death,point,,2020-07-01,2020-07-17,249
17,US,17 day ahead inc death,point,,2020-07-01,2020-07-18,241
18,US,18 day ahead inc death,point,,2020-07-01,2020-07-19,234
19,US,19 day ahead inc death,point,,2020-07-01,2020-07-20,227
20,US,20 day ahead inc death,point,,2020-07-01,2020-07-21,220
21,US,21 day ahead inc death,point,,2020-07-01,2020-07-22,213
22,US,22 day ahead inc death,point,,2020-07-01,2020-07-23,209
23,US,23 day ahead inc death,point,,2020-07-01,2020-07-24,204
24,US,24 day ahead inc death,point,,2020-07-01,2020-07-25,200
25,US,25 day ahead inc death,point,,2020-07-01,2020-07-26,195
26,US,26 day ahead inc death,point,,2020-07-01,2020-07-27,190
27,US,27 day ahead inc death,point,,2020-07-01,2020-07-28,186
28,US,28 day ahead inc death,point,,2020-07-01,2020-07-29,182
29,US,29 day ahead inc death,point,,2020-07-01,2020-07-30,177
30,US,30 day ahead inc death,point,,2020-07-01,2020-07-31,173
31,US,31 day ahead inc death,point,,2020-07-01,2020-08-01,169
32,US,32 day ahead inc death,point,,2020-07-01,2020-08-02,165
33,US,33 day ahead inc death,point,,2020-07-01,2020-08-03,161
34,US,34 day ahead inc death,point,,2020-07-01,2020-08-04,157
35,US,35 day ahead inc death,point,,2020-07-01,2020-08-05,153
36,US,36 day ahead inc death,point,,2020-07-01,2020-08-06,150
37,US,37 day ahead inc death,point,,2020-07-01,2020-08-07,148
38,US,38 day ahead inc death,point,,2020-07-01,2020-08-08,145
39,US,39 day ahead inc death,point,,2020-07-01,2020-08-09,143
40,US,40 day ahead inc death,point,,2020-07-01,2020-08-10,140
41,US,41 day ahead inc death,point,,2020-07-01,2020-08-11,138
42,US,42 day ahead inc death,point,,2020-07-01,2020-08-12,136
43,US,43 day ahead inc death,point,,2020-07-01,2020-08-13,134
44,US,44 day ahead inc death,point,,2020-07-01,2020-08-14,131
45,US,45 day ahead inc death,point,,2020-07-01,2020-08-15,129
46,US,46 day ahead inc death,point,,2020-07-01,2020-08-16,127
47,US,47 day ahead inc death,point,,2020-07-01,2020-08-17,125
48,US,48 day ahead inc death,point,,2020-07-01,2020-08-18,123
49,US,49 day ahead inc death,point,,2020-07-01,2020-08-19,120
50,US,50 day ahead inc death,point,,2020-07-01,2020-08-20,118
51,US,51 day ahead inc death,point,,2020-07-01,2020-08-21,118
52,US,52 day ahead inc death,point,,2020-07-01,2020-08-22,116
53,US,53 day ahead inc death,point,,2020-07-01,2020-08-23,115
54,US,54 day ahead inc death,point,,2020-07-01,2020-08-24,114
55,US,55 day ahead inc death,point,,2020-07-01,2020-08-25,113
56,US,56 day ahead inc death,point,,2020-07-01,2020-08-26,112
57,US,57 day ahead inc death,point,,2020-07-01,2020-08-27,111
58,US,58 day ahead inc death,point,,2020-07-01,2020-08-28,110
59,US,59 day ahead inc death,point,,2020-07-01,2020-08-29,109
60,US,60 day ahead inc death,point,,2020-07-01,2020-08-30,108
61,US,61 day ahead inc death,point,,2020-07-01,2020-08-31,107
62,US,62 day ahead inc death,point,,2020-07-01,2020-09-01,106
63,US,63 day ahead inc death,point,,2020-07-01,2020-09-02,105
64,US,64 day ahead inc death,point,,2020-07-01,2020-09-03,103
65,US,65 day ahead inc death,point,,2020-07-01,2020-09-04,104
66,US,66 day ahead inc death,point,,2020-07-01,2020-09-05,103
67,US,67 day ahead inc death,point,,2020-07-01,2020-09-06,103
68,US,68 day ahead inc death,point,,2020-07-01,2020-09-07,109
69,US,69 day ahead inc death,point,,2020-07-01,2020-09-08,112
70,US,70 day ahead inc death,point,,2020-07-01,2020-09-09,117
71,US,71 day ahead inc death,point,,2020-07-01,2020-09-10,122
72,US,72 day ahead inc death,point,,2020-07-01,2020-09-11,126
73,US,73 day ahead inc death,point,,2020-07-01,2020-09-12,131
74,US,74 day ahead inc death,point,,2020-07-01,2020-09-13,136
75,US,75 day ahead inc death,point,,2020-07-01,2020-09-14,142
76,US,76 day ahead inc death,point,,2020-07-01,2020-09-15,147
77,US,77 day ahead inc death,point,,2020-07-01,2020-09-16,153
78,US,78 day ahead inc death,point,,2020-07-01,2020-09-17,159
79,US,79 day ahead inc death,point,,2020-07-01,2020-09-18,165
80,US,80 day ahead inc death,point,,2020-07-01,2020-09-19,171
81,US,81 day ahead inc death,point,,2020-07-01,2020-09-20,178
82,US,82 day ahead inc death,point,,2020-07-01,2020-09-21,185
83,US,83 day ahead inc death,point,,2020-07-01,2020-09-22,192
84,US,84 day ahead inc death,point,,2020-07-01,2020-09-23,199
85,US,85 day ahead inc death,point,,2020-07-01,2020-09-24,206
86,US,86 day ahead inc death,point,,2020-07-01,2020-09-25,214
87,US,87 day ahead inc death,point,,2020-07-01,2020-09-26,222
88,US,88 day ahead inc death,point,,2020-07-01,2020-09-27,230
89,US,89 day ahead inc death,point,,2020-07-01,2020-09-28,239
90,US,90 day ahead inc death,point,,2020-07-01,2020-09-29,247
91,US,91 day ahead inc death,point,,2020-07-01,2020-09-30,256
92,US,92 day ahead inc death,point,,2020-07-01,2020-10-01,266
93,US,93 day ahead inc death,point,,2020-07-01,2020-10-02,275
94,US,94 day ahead inc death,point,,2020-07-01,2020-10-03,285
95,US,95 day ahead inc death,point,,2020-07-01,2020-10-04,295
96,US,96 day ahead inc death,point,,2020-07-01,2020-10-05,305
97,US,97 day ahead inc death,point,,2020-07-01,2020-10-06,316
98,US,98 day ahead inc death,point,,2020-07-01,2020-10-07,327
99,US,99 day ahead inc death,point,,2020-07-01,2020-10-08,335
100,US,100 day ahead inc death,point,,2020-07-01,2020-10-09,344
101,US,101 day ahead inc death,point,,2020-07-01,2020-10-10,352
102,US,102 day ahead inc death,point,,2020-07-01,2020-10-11,361
103,US,103 day ahead inc death,point,,2020-07-01,2020-10-12,370
104,US,104 day ahead inc death,point,,2020-07-01,2020-10-13,379
105,US,105 day ahead inc death,point,,2020-07-01,2020-10-14,388
106,US,106 day ahead inc death,point,,2020-07-01,2020-10-15,398
107,US,107 day ahead inc death,point,,2020-07-01,2020-10-16,407
108,US,108 day ahead inc death,point,,2020-07-01,2020-10-17,417
109,US,109 day ahead inc death,point,,2020-07-01,2020-10-18,426
110,US,110 day ahead inc death,point,,2020-07-01,2020-10-19,436
111,US,111 day ahead inc death,point,,2020-07-01,2020-10-20,445
112,US,112 day ahead inc death,point,,2020-07-01,2020-10-21,455
113,US,113 day ahead inc death,point,,2020-07-01,2020-10-22,465
114,US,114 day ahead inc death,point,,2020-07-01,2020-10-23,469
115,US,115 day ahead inc death,point,,2020-07-01,2020-10-24,476
116,US,116 day ahead inc death,point,,2020-07-01,2020-10-25,481
117,US,117 day ahead inc death,point,,2020-07-01,2020-10-26,487
118,US,118 day ahead inc death,point,,2020-07-01,2020-10-27,492
