,location,target,type,quantile,value
0,US,0 day ahead inc death,point,,603
1,US,1 day ahead inc death,point,,583
2,US,2 day ahead inc death,point,,562
3,US,3 day ahead inc death,point,,543
4,US,4 day ahead inc death,point,,523
5,US,5 day ahead inc death,point,,504
6,US,6 day ahead inc death,point,,486
7,US,7 day ahead inc death,point,,468
8,US,8 day ahead inc death,point,,451
9,US,9 day ahead inc death,point,,434
10,US,10 day ahead inc death,point,,418
11,US,11 day ahead inc death,point,,402
12,US,12 day ahead inc death,point,,391
13,US,13 day ahead inc death,point,,379
14,US,14 day ahead inc death,point,,367
15,US,15 day ahead inc death,point,,356
16,US,16 day ahead inc death,point,,345
17,US,17 day ahead inc death,point,,334
18,US,18 day ahead inc death,point,,324
19,US,19 day ahead inc death,point,,313
20,US,20 day ahead inc death,point,,303
21,US,21 day ahead inc death,point,,294
22,US,22 day ahead inc death,point,,284
23,US,23 day ahead inc death,point,,275
24,US,24 day ahead inc death,point,,266
25,US,25 day ahead inc death,point,,257
26,US,26 day ahead inc death,point,,251
27,US,27 day ahead inc death,point,,245
28,US,28 day ahead inc death,point,,239
29,US,29 day ahead inc death,point,,233
30,US,30 day ahead inc death,point,,227
31,US,31 day ahead inc death,point,,221
32,US,32 day ahead inc death,point,,215
33,US,33 day ahead inc death,point,,212
34,US,34 day ahead inc death,point,,208
35,US,35 day ahead inc death,point,,204
36,US,36 day ahead inc death,point,,200
37,US,37 day ahead inc death,point,,197
38,US,38 day ahead inc death,point,,193
39,US,39 day ahead inc death,point,,190
40,US,40 day ahead inc death,point,,186
41,US,41 day ahead inc death,point,,182
42,US,42 day ahead inc death,point,,179
43,US,43 day ahead inc death,point,,176
44,US,44 day ahead inc death,point,,172
45,US,45 day ahead inc death,point,,169
46,US,46 day ahead inc death,point,,165
47,US,47 day ahead inc death,point,,164
48,US,48 day ahead inc death,point,,162
49,US,49 day ahead inc death,point,,160
50,US,50 day ahead inc death,point,,158
51,US,51 day ahead inc death,point,,156
52,US,52 day ahead inc death,point,,155
53,US,53 day ahead inc death,point,,153
54,US,54 day ahead inc death,point,,151
55,US,55 day ahead inc death,point,,149
56,US,56 day ahead inc death,point,,147
57,US,57 day ahead inc death,point,,145
58,US,58 day ahead inc death,point,,143
59,US,59 day ahead inc death,point,,142
60,US,60 day ahead inc death,point,,140
61,US,61 day ahead inc death,point,,140
62,US,62 day ahead inc death,point,,139
63,US,63 day ahead inc death,point,,138
64,US,64 day ahead inc death,point,,137
65,US,65 day ahead inc death,point,,137
66,US,66 day ahead inc death,point,,136
67,US,67 day ahead inc death,point,,135
68,US,68 day ahead inc death,point,,135
69,US,69 day ahead inc death,point,,134
70,US,70 day ahead inc death,point,,133
71,US,71 day ahead inc death,point,,132
72,US,72 day ahead inc death,point,,131
73,US,73 day ahead inc death,point,,131
74,US,74 day ahead inc death,point,,130
75,US,75 day ahead inc death,point,,129
76,US,76 day ahead inc death,point,,128
77,US,77 day ahead inc death,point,,127
78,US,78 day ahead inc death,point,,134
79,US,79 day ahead inc death,point,,138
80,US,80 day ahead inc death,point,,143
81,US,81 day ahead inc death,point,,148
82,US,82 day ahead inc death,point,,153
83,US,83 day ahead inc death,point,,158
84,US,84 day ahead inc death,point,,164
85,US,85 day ahead inc death,point,,169
86,US,86 day ahead inc death,point,,175
87,US,87 day ahead inc death,point,,181
88,US,88 day ahead inc death,point,,187
89,US,89 day ahead inc death,point,,196
90,US,90 day ahead inc death,point,,204
91,US,91 day ahead inc death,point,,212
92,US,92 day ahead inc death,point,,221
93,US,93 day ahead inc death,point,,230
94,US,94 day ahead inc death,point,,239
95,US,95 day ahead inc death,point,,249
96,US,96 day ahead inc death,point,,259
97,US,97 day ahead inc death,point,,270
98,US,98 day ahead inc death,point,,281
