,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-11,2020-06-11,825
1,US,1 day ahead inc death,point,,2020-06-11,2020-06-12,809
2,US,2 day ahead inc death,point,,2020-06-11,2020-06-13,792
3,US,3 day ahead inc death,point,,2020-06-11,2020-06-14,775
4,US,4 day ahead inc death,point,,2020-06-11,2020-06-15,757
5,US,5 day ahead inc death,point,,2020-06-11,2020-06-16,749
6,US,6 day ahead inc death,point,,2020-06-11,2020-06-17,737
7,US,7 day ahead inc death,point,,2020-06-11,2020-06-18,726
8,US,8 day ahead inc death,point,,2020-06-11,2020-06-19,715
9,US,9 day ahead inc death,point,,2020-06-11,2020-06-20,703
10,US,10 day ahead inc death,point,,2020-06-11,2020-06-21,691
11,US,11 day ahead inc death,point,,2020-06-11,2020-06-22,679
12,US,12 day ahead inc death,point,,2020-06-11,2020-06-23,667
13,US,13 day ahead inc death,point,,2020-06-11,2020-06-24,654
14,US,14 day ahead inc death,point,,2020-06-11,2020-06-25,642
15,US,15 day ahead inc death,point,,2020-06-11,2020-06-26,629
16,US,16 day ahead inc death,point,,2020-06-11,2020-06-27,616
17,US,17 day ahead inc death,point,,2020-06-11,2020-06-28,604
18,US,18 day ahead inc death,point,,2020-06-11,2020-06-29,591
19,US,19 day ahead inc death,point,,2020-06-11,2020-06-30,578
20,US,20 day ahead inc death,point,,2020-06-11,2020-07-01,566
21,US,21 day ahead inc death,point,,2020-06-11,2020-07-02,553
22,US,22 day ahead inc death,point,,2020-06-11,2020-07-03,547
23,US,23 day ahead inc death,point,,2020-06-11,2020-07-04,538
24,US,24 day ahead inc death,point,,2020-06-11,2020-07-05,530
25,US,25 day ahead inc death,point,,2020-06-11,2020-07-06,522
26,US,26 day ahead inc death,point,,2020-06-11,2020-07-07,513
27,US,27 day ahead inc death,point,,2020-06-11,2020-07-08,505
28,US,28 day ahead inc death,point,,2020-06-11,2020-07-09,496
29,US,29 day ahead inc death,point,,2020-06-11,2020-07-10,488
30,US,30 day ahead inc death,point,,2020-06-11,2020-07-11,479
31,US,31 day ahead inc death,point,,2020-06-11,2020-07-12,471
32,US,32 day ahead inc death,point,,2020-06-11,2020-07-13,462
33,US,33 day ahead inc death,point,,2020-06-11,2020-07-14,453
34,US,34 day ahead inc death,point,,2020-06-11,2020-07-15,445
35,US,35 day ahead inc death,point,,2020-06-11,2020-07-16,436
36,US,36 day ahead inc death,point,,2020-06-11,2020-07-17,428
37,US,37 day ahead inc death,point,,2020-06-11,2020-07-18,419
38,US,38 day ahead inc death,point,,2020-06-11,2020-07-19,410
39,US,39 day ahead inc death,point,,2020-06-11,2020-07-20,402
40,US,40 day ahead inc death,point,,2020-06-11,2020-07-21,393
41,US,41 day ahead inc death,point,,2020-06-11,2020-07-22,385
42,US,42 day ahead inc death,point,,2020-06-11,2020-07-23,377
43,US,43 day ahead inc death,point,,2020-06-11,2020-07-24,373
44,US,44 day ahead inc death,point,,2020-06-11,2020-07-25,367
45,US,45 day ahead inc death,point,,2020-06-11,2020-07-26,362
46,US,46 day ahead inc death,point,,2020-06-11,2020-07-27,357
47,US,47 day ahead inc death,point,,2020-06-11,2020-07-28,351
48,US,48 day ahead inc death,point,,2020-06-11,2020-07-29,346
49,US,49 day ahead inc death,point,,2020-06-11,2020-07-30,341
50,US,50 day ahead inc death,point,,2020-06-11,2020-07-31,336
51,US,51 day ahead inc death,point,,2020-06-11,2020-08-01,330
52,US,52 day ahead inc death,point,,2020-06-11,2020-08-02,325
53,US,53 day ahead inc death,point,,2020-06-11,2020-08-03,320
54,US,54 day ahead inc death,point,,2020-06-11,2020-08-04,314
55,US,55 day ahead inc death,point,,2020-06-11,2020-08-05,309
56,US,56 day ahead inc death,point,,2020-06-11,2020-08-06,304
57,US,57 day ahead inc death,point,,2020-06-11,2020-08-07,302
58,US,58 day ahead inc death,point,,2020-06-11,2020-08-08,299
59,US,59 day ahead inc death,point,,2020-06-11,2020-08-09,296
60,US,60 day ahead inc death,point,,2020-06-11,2020-08-10,293
61,US,61 day ahead inc death,point,,2020-06-11,2020-08-11,290
62,US,62 day ahead inc death,point,,2020-06-11,2020-08-12,287
63,US,63 day ahead inc death,point,,2020-06-11,2020-08-13,284
64,US,64 day ahead inc death,point,,2020-06-11,2020-08-14,281
65,US,65 day ahead inc death,point,,2020-06-11,2020-08-15,278
66,US,66 day ahead inc death,point,,2020-06-11,2020-08-16,275
67,US,67 day ahead inc death,point,,2020-06-11,2020-08-17,272
68,US,68 day ahead inc death,point,,2020-06-11,2020-08-18,269
69,US,69 day ahead inc death,point,,2020-06-11,2020-08-19,265
70,US,70 day ahead inc death,point,,2020-06-11,2020-08-20,262
71,US,71 day ahead inc death,point,,2020-06-11,2020-08-21,262
72,US,72 day ahead inc death,point,,2020-06-11,2020-08-22,261
73,US,73 day ahead inc death,point,,2020-06-11,2020-08-23,260
74,US,74 day ahead inc death,point,,2020-06-11,2020-08-24,258
75,US,75 day ahead inc death,point,,2020-06-11,2020-08-25,257
76,US,76 day ahead inc death,point,,2020-06-11,2020-08-26,256
77,US,77 day ahead inc death,point,,2020-06-11,2020-08-27,255
78,US,78 day ahead inc death,point,,2020-06-11,2020-08-28,253
79,US,79 day ahead inc death,point,,2020-06-11,2020-08-29,252
80,US,80 day ahead inc death,point,,2020-06-11,2020-08-30,250
81,US,81 day ahead inc death,point,,2020-06-11,2020-08-31,249
82,US,82 day ahead inc death,point,,2020-06-11,2020-09-01,247
83,US,83 day ahead inc death,point,,2020-06-11,2020-09-02,246
84,US,84 day ahead inc death,point,,2020-06-11,2020-09-03,244
85,US,85 day ahead inc death,point,,2020-06-11,2020-09-04,245
86,US,86 day ahead inc death,point,,2020-06-11,2020-09-05,245
87,US,87 day ahead inc death,point,,2020-06-11,2020-09-06,245
88,US,88 day ahead inc death,point,,2020-06-11,2020-09-07,259
89,US,89 day ahead inc death,point,,2020-06-11,2020-09-08,269
90,US,90 day ahead inc death,point,,2020-06-11,2020-09-09,280
91,US,91 day ahead inc death,point,,2020-06-11,2020-09-10,292
92,US,92 day ahead inc death,point,,2020-06-11,2020-09-11,304
93,US,93 day ahead inc death,point,,2020-06-11,2020-09-12,316
