,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-27,2020-06-27,501
1,US,1 day ahead inc death,point,,2020-06-27,2020-06-28,489
2,US,2 day ahead inc death,point,,2020-06-27,2020-06-29,476
3,US,3 day ahead inc death,point,,2020-06-27,2020-06-30,464
4,US,4 day ahead inc death,point,,2020-06-27,2020-07-01,452
5,US,5 day ahead inc death,point,,2020-06-27,2020-07-02,440
6,US,6 day ahead inc death,point,,2020-06-27,2020-07-03,428
7,US,7 day ahead inc death,point,,2020-06-27,2020-07-04,416
8,US,8 day ahead inc death,point,,2020-06-27,2020-07-05,404
9,US,9 day ahead inc death,point,,2020-06-27,2020-07-06,393
10,US,10 day ahead inc death,point,,2020-06-27,2020-07-07,382
11,US,11 day ahead inc death,point,,2020-06-27,2020-07-08,371
12,US,12 day ahead inc death,point,,2020-06-27,2020-07-09,360
13,US,13 day ahead inc death,point,,2020-06-27,2020-07-10,350
14,US,14 day ahead inc death,point,,2020-06-27,2020-07-11,340
15,US,15 day ahead inc death,point,,2020-06-27,2020-07-12,329
16,US,16 day ahead inc death,point,,2020-06-27,2020-07-13,320
17,US,17 day ahead inc death,point,,2020-06-27,2020-07-14,310
18,US,18 day ahead inc death,point,,2020-06-27,2020-07-15,301
19,US,19 day ahead inc death,point,,2020-06-27,2020-07-16,291
20,US,20 day ahead inc death,point,,2020-06-27,2020-07-17,282
21,US,21 day ahead inc death,point,,2020-06-27,2020-07-18,274
22,US,22 day ahead inc death,point,,2020-06-27,2020-07-19,265
23,US,23 day ahead inc death,point,,2020-06-27,2020-07-20,257
24,US,24 day ahead inc death,point,,2020-06-27,2020-07-21,248
25,US,25 day ahead inc death,point,,2020-06-27,2020-07-22,241
26,US,26 day ahead inc death,point,,2020-06-27,2020-07-23,236
27,US,27 day ahead inc death,point,,2020-06-27,2020-07-24,230
28,US,28 day ahead inc death,point,,2020-06-27,2020-07-25,224
29,US,29 day ahead inc death,point,,2020-06-27,2020-07-26,219
30,US,30 day ahead inc death,point,,2020-06-27,2020-07-27,214
31,US,31 day ahead inc death,point,,2020-06-27,2020-07-28,208
32,US,32 day ahead inc death,point,,2020-06-27,2020-07-29,203
33,US,33 day ahead inc death,point,,2020-06-27,2020-07-30,198
34,US,34 day ahead inc death,point,,2020-06-27,2020-07-31,193
35,US,35 day ahead inc death,point,,2020-06-27,2020-08-01,188
36,US,36 day ahead inc death,point,,2020-06-27,2020-08-02,184
37,US,37 day ahead inc death,point,,2020-06-27,2020-08-03,179
38,US,38 day ahead inc death,point,,2020-06-27,2020-08-04,174
39,US,39 day ahead inc death,point,,2020-06-27,2020-08-05,170
40,US,40 day ahead inc death,point,,2020-06-27,2020-08-06,165
41,US,41 day ahead inc death,point,,2020-06-27,2020-08-07,163
42,US,42 day ahead inc death,point,,2020-06-27,2020-08-08,160
43,US,43 day ahead inc death,point,,2020-06-27,2020-08-09,157
44,US,44 day ahead inc death,point,,2020-06-27,2020-08-10,154
45,US,45 day ahead inc death,point,,2020-06-27,2020-08-11,152
46,US,46 day ahead inc death,point,,2020-06-27,2020-08-12,149
47,US,47 day ahead inc death,point,,2020-06-27,2020-08-13,146
48,US,48 day ahead inc death,point,,2020-06-27,2020-08-14,143
49,US,49 day ahead inc death,point,,2020-06-27,2020-08-15,141
50,US,50 day ahead inc death,point,,2020-06-27,2020-08-16,138
51,US,51 day ahead inc death,point,,2020-06-27,2020-08-17,136
52,US,52 day ahead inc death,point,,2020-06-27,2020-08-18,133
53,US,53 day ahead inc death,point,,2020-06-27,2020-08-19,131
54,US,54 day ahead inc death,point,,2020-06-27,2020-08-20,128
55,US,55 day ahead inc death,point,,2020-06-27,2020-08-21,127
56,US,56 day ahead inc death,point,,2020-06-27,2020-08-22,126
57,US,57 day ahead inc death,point,,2020-06-27,2020-08-23,124
58,US,58 day ahead inc death,point,,2020-06-27,2020-08-24,123
59,US,59 day ahead inc death,point,,2020-06-27,2020-08-25,122
60,US,60 day ahead inc death,point,,2020-06-27,2020-08-26,120
61,US,61 day ahead inc death,point,,2020-06-27,2020-08-27,119
62,US,62 day ahead inc death,point,,2020-06-27,2020-08-28,117
63,US,63 day ahead inc death,point,,2020-06-27,2020-08-29,116
64,US,64 day ahead inc death,point,,2020-06-27,2020-08-30,115
65,US,65 day ahead inc death,point,,2020-06-27,2020-08-31,113
66,US,66 day ahead inc death,point,,2020-06-27,2020-09-01,112
67,US,67 day ahead inc death,point,,2020-06-27,2020-09-02,111
68,US,68 day ahead inc death,point,,2020-06-27,2020-09-03,109
69,US,69 day ahead inc death,point,,2020-06-27,2020-09-04,109
70,US,70 day ahead inc death,point,,2020-06-27,2020-09-05,109
71,US,71 day ahead inc death,point,,2020-06-27,2020-09-06,109
72,US,72 day ahead inc death,point,,2020-06-27,2020-09-07,114
73,US,73 day ahead inc death,point,,2020-06-27,2020-09-08,118
74,US,74 day ahead inc death,point,,2020-06-27,2020-09-09,123
75,US,75 day ahead inc death,point,,2020-06-27,2020-09-10,127
76,US,76 day ahead inc death,point,,2020-06-27,2020-09-11,132
77,US,77 day ahead inc death,point,,2020-06-27,2020-09-12,137
78,US,78 day ahead inc death,point,,2020-06-27,2020-09-13,142
79,US,79 day ahead inc death,point,,2020-06-27,2020-09-14,147
80,US,80 day ahead inc death,point,,2020-06-27,2020-09-15,153
81,US,81 day ahead inc death,point,,2020-06-27,2020-09-16,158
82,US,82 day ahead inc death,point,,2020-06-27,2020-09-17,164
83,US,83 day ahead inc death,point,,2020-06-27,2020-09-18,170
84,US,84 day ahead inc death,point,,2020-06-27,2020-09-19,176
85,US,85 day ahead inc death,point,,2020-06-27,2020-09-20,183
86,US,86 day ahead inc death,point,,2020-06-27,2020-09-21,189
87,US,87 day ahead inc death,point,,2020-06-27,2020-09-22,196
88,US,88 day ahead inc death,point,,2020-06-27,2020-09-23,203
89,US,89 day ahead inc death,point,,2020-06-27,2020-09-24,211
90,US,90 day ahead inc death,point,,2020-06-27,2020-09-25,218
