,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-04,2020-06-04,1055
1,US,1 day ahead inc death,point,,2020-06-04,2020-06-05,1057
2,US,2 day ahead inc death,point,,2020-06-04,2020-06-06,1057
3,US,3 day ahead inc death,point,,2020-06-04,2020-06-07,1057
4,US,4 day ahead inc death,point,,2020-06-04,2020-06-08,1056
5,US,5 day ahead inc death,point,,2020-06-04,2020-06-09,1053
6,US,6 day ahead inc death,point,,2020-06-04,2020-06-10,1050
7,US,7 day ahead inc death,point,,2020-06-04,2020-06-11,1046
8,US,8 day ahead inc death,point,,2020-06-04,2020-06-12,1042
9,US,9 day ahead inc death,point,,2020-06-04,2020-06-13,1036
10,US,10 day ahead inc death,point,,2020-06-04,2020-06-14,1030
11,US,11 day ahead inc death,point,,2020-06-04,2020-06-15,1022
12,US,12 day ahead inc death,point,,2020-06-04,2020-06-16,1014
13,US,13 day ahead inc death,point,,2020-06-04,2020-06-17,1006
14,US,14 day ahead inc death,point,,2020-06-04,2020-06-18,996
15,US,15 day ahead inc death,point,,2020-06-04,2020-06-19,986
16,US,16 day ahead inc death,point,,2020-06-04,2020-06-20,975
17,US,17 day ahead inc death,point,,2020-06-04,2020-06-21,964
18,US,18 day ahead inc death,point,,2020-06-04,2020-06-22,952
19,US,19 day ahead inc death,point,,2020-06-04,2020-06-23,939
20,US,20 day ahead inc death,point,,2020-06-04,2020-06-24,926
21,US,21 day ahead inc death,point,,2020-06-04,2020-06-25,912
22,US,22 day ahead inc death,point,,2020-06-04,2020-06-26,898
23,US,23 day ahead inc death,point,,2020-06-04,2020-06-27,884
24,US,24 day ahead inc death,point,,2020-06-04,2020-06-28,869
25,US,25 day ahead inc death,point,,2020-06-04,2020-06-29,853
26,US,26 day ahead inc death,point,,2020-06-04,2020-06-30,838
27,US,27 day ahead inc death,point,,2020-06-04,2020-07-01,822
28,US,28 day ahead inc death,point,,2020-06-04,2020-07-02,806
29,US,29 day ahead inc death,point,,2020-06-04,2020-07-03,790
30,US,30 day ahead inc death,point,,2020-06-04,2020-07-04,773
31,US,31 day ahead inc death,point,,2020-06-04,2020-07-05,757
32,US,32 day ahead inc death,point,,2020-06-04,2020-07-06,740
33,US,33 day ahead inc death,point,,2020-06-04,2020-07-07,723
34,US,34 day ahead inc death,point,,2020-06-04,2020-07-08,707
35,US,35 day ahead inc death,point,,2020-06-04,2020-07-09,690
36,US,36 day ahead inc death,point,,2020-06-04,2020-07-10,681
37,US,37 day ahead inc death,point,,2020-06-04,2020-07-11,669
38,US,38 day ahead inc death,point,,2020-06-04,2020-07-12,658
39,US,39 day ahead inc death,point,,2020-06-04,2020-07-13,646
40,US,40 day ahead inc death,point,,2020-06-04,2020-07-14,635
41,US,41 day ahead inc death,point,,2020-06-04,2020-07-15,623
42,US,42 day ahead inc death,point,,2020-06-04,2020-07-16,611
43,US,43 day ahead inc death,point,,2020-06-04,2020-07-17,599
44,US,44 day ahead inc death,point,,2020-06-04,2020-07-18,587
45,US,45 day ahead inc death,point,,2020-06-04,2020-07-19,575
46,US,46 day ahead inc death,point,,2020-06-04,2020-07-20,563
47,US,47 day ahead inc death,point,,2020-06-04,2020-07-21,551
48,US,48 day ahead inc death,point,,2020-06-04,2020-07-22,539
49,US,49 day ahead inc death,point,,2020-06-04,2020-07-23,527
50,US,50 day ahead inc death,point,,2020-06-04,2020-07-24,521
51,US,51 day ahead inc death,point,,2020-06-04,2020-07-25,513
52,US,52 day ahead inc death,point,,2020-06-04,2020-07-26,505
53,US,53 day ahead inc death,point,,2020-06-04,2020-07-27,497
54,US,54 day ahead inc death,point,,2020-06-04,2020-07-28,489
55,US,55 day ahead inc death,point,,2020-06-04,2020-07-29,481
56,US,56 day ahead inc death,point,,2020-06-04,2020-07-30,473
57,US,57 day ahead inc death,point,,2020-06-04,2020-07-31,465
58,US,58 day ahead inc death,point,,2020-06-04,2020-08-01,457
59,US,59 day ahead inc death,point,,2020-06-04,2020-08-02,449
60,US,60 day ahead inc death,point,,2020-06-04,2020-08-03,440
61,US,61 day ahead inc death,point,,2020-06-04,2020-08-04,432
62,US,62 day ahead inc death,point,,2020-06-04,2020-08-05,424
63,US,63 day ahead inc death,point,,2020-06-04,2020-08-06,416
64,US,64 day ahead inc death,point,,2020-06-04,2020-08-07,412
65,US,65 day ahead inc death,point,,2020-06-04,2020-08-08,407
66,US,66 day ahead inc death,point,,2020-06-04,2020-08-09,402
67,US,67 day ahead inc death,point,,2020-06-04,2020-08-10,397
68,US,68 day ahead inc death,point,,2020-06-04,2020-08-11,392
69,US,69 day ahead inc death,point,,2020-06-04,2020-08-12,387
70,US,70 day ahead inc death,point,,2020-06-04,2020-08-13,382
71,US,71 day ahead inc death,point,,2020-06-04,2020-08-14,376
72,US,72 day ahead inc death,point,,2020-06-04,2020-08-15,371
73,US,73 day ahead inc death,point,,2020-06-04,2020-08-16,366
74,US,74 day ahead inc death,point,,2020-06-04,2020-08-17,360
75,US,75 day ahead inc death,point,,2020-06-04,2020-08-18,355
76,US,76 day ahead inc death,point,,2020-06-04,2020-08-19,350
77,US,77 day ahead inc death,point,,2020-06-04,2020-08-20,344
78,US,78 day ahead inc death,point,,2020-06-04,2020-08-21,343
79,US,79 day ahead inc death,point,,2020-06-04,2020-08-22,340
80,US,80 day ahead inc death,point,,2020-06-04,2020-08-23,337
81,US,81 day ahead inc death,point,,2020-06-04,2020-08-24,334
82,US,82 day ahead inc death,point,,2020-06-04,2020-08-25,331
83,US,83 day ahead inc death,point,,2020-06-04,2020-08-26,328
84,US,84 day ahead inc death,point,,2020-06-04,2020-08-27,325
85,US,85 day ahead inc death,point,,2020-06-04,2020-08-28,322
86,US,86 day ahead inc death,point,,2020-06-04,2020-08-29,319
87,US,87 day ahead inc death,point,,2020-06-04,2020-08-30,316
88,US,88 day ahead inc death,point,,2020-06-04,2020-08-31,312
89,US,89 day ahead inc death,point,,2020-06-04,2020-09-01,309
90,US,90 day ahead inc death,point,,2020-06-04,2020-09-02,306
91,US,91 day ahead inc death,point,,2020-06-04,2020-09-03,302
92,US,92 day ahead inc death,point,,2020-06-04,2020-09-04,302
93,US,93 day ahead inc death,point,,2020-06-04,2020-09-05,301
94,US,94 day ahead inc death,point,,2020-06-04,2020-09-06,300
95,US,95 day ahead inc death,point,,2020-06-04,2020-09-07,315
96,US,96 day ahead inc death,point,,2020-06-04,2020-09-08,325
97,US,97 day ahead inc death,point,,2020-06-04,2020-09-09,337
98,US,98 day ahead inc death,point,,2020-06-04,2020-09-10,349
99,US,99 day ahead inc death,point,,2020-06-04,2020-09-11,361
100,US,100 day ahead inc death,point,,2020-06-04,2020-09-12,374
101,US,101 day ahead inc death,point,,2020-06-04,2020-09-13,387
102,US,102 day ahead inc death,point,,2020-06-04,2020-09-14,400
103,US,103 day ahead inc death,point,,2020-06-04,2020-09-15,414
104,US,104 day ahead inc death,point,,2020-06-04,2020-09-16,428
105,US,105 day ahead inc death,point,,2020-06-04,2020-09-17,442
106,US,106 day ahead inc death,point,,2020-06-04,2020-09-18,461
107,US,107 day ahead inc death,point,,2020-06-04,2020-09-19,479
108,US,108 day ahead inc death,point,,2020-06-04,2020-09-20,498
109,US,109 day ahead inc death,point,,2020-06-04,2020-09-21,518
110,US,110 day ahead inc death,point,,2020-06-04,2020-09-22,538
111,US,111 day ahead inc death,point,,2020-06-04,2020-09-23,559
112,US,112 day ahead inc death,point,,2020-06-04,2020-09-24,580
113,US,113 day ahead inc death,point,,2020-06-04,2020-09-25,602
114,US,114 day ahead inc death,point,,2020-06-04,2020-09-26,625
115,US,115 day ahead inc death,point,,2020-06-04,2020-09-27,647
116,US,116 day ahead inc death,point,,2020-06-04,2020-09-28,671
117,US,117 day ahead inc death,point,,2020-06-04,2020-09-29,694
118,US,118 day ahead inc death,point,,2020-06-04,2020-09-30,718
119,US,119 day ahead inc death,point,,2020-06-04,2020-10-01,743
120,US,120 day ahead inc death,point,,2020-06-04,2020-10-02,768
121,US,121 day ahead inc death,point,,2020-06-04,2020-10-03,793
122,US,122 day ahead inc death,point,,2020-06-04,2020-10-04,818
123,US,123 day ahead inc death,point,,2020-06-04,2020-10-05,844
124,US,124 day ahead inc death,point,,2020-06-04,2020-10-06,869
125,US,125 day ahead inc death,point,,2020-06-04,2020-10-07,895
126,US,126 day ahead inc death,point,,2020-06-04,2020-10-08,921
127,US,127 day ahead inc death,point,,2020-06-04,2020-10-09,947
128,US,128 day ahead inc death,point,,2020-06-04,2020-10-10,973
129,US,129 day ahead inc death,point,,2020-06-04,2020-10-11,999
130,US,130 day ahead inc death,point,,2020-06-04,2020-10-12,1024
131,48,0 day ahead inc death,point,,2020-06-04,2020-06-04,25
132,48,1 day ahead inc death,point,,2020-06-04,2020-06-05,25
133,48,2 day ahead inc death,point,,2020-06-04,2020-06-06,25
134,48,3 day ahead inc death,point,,2020-06-04,2020-06-07,25
135,48,4 day ahead inc death,point,,2020-06-04,2020-06-08,26
136,48,5 day ahead inc death,point,,2020-06-04,2020-06-09,26
137,48,6 day ahead inc death,point,,2020-06-04,2020-06-10,26
138,48,7 day ahead inc death,point,,2020-06-04,2020-06-11,27
139,48,8 day ahead inc death,point,,2020-06-04,2020-06-12,27
140,48,9 day ahead inc death,point,,2020-06-04,2020-06-13,27
141,48,10 day ahead inc death,point,,2020-06-04,2020-06-14,28
142,48,11 day ahead inc death,point,,2020-06-04,2020-06-15,28
143,48,12 day ahead inc death,point,,2020-06-04,2020-06-16,29
144,48,13 day ahead inc death,point,,2020-06-04,2020-06-17,30
145,48,14 day ahead inc death,point,,2020-06-04,2020-06-18,31
146,48,15 day ahead inc death,point,,2020-06-04,2020-06-19,31
147,48,16 day ahead inc death,point,,2020-06-04,2020-06-20,32
148,48,17 day ahead inc death,point,,2020-06-04,2020-06-21,33
149,48,18 day ahead inc death,point,,2020-06-04,2020-06-22,34
150,48,19 day ahead inc death,point,,2020-06-04,2020-06-23,35
151,48,20 day ahead inc death,point,,2020-06-04,2020-06-24,36
152,48,21 day ahead inc death,point,,2020-06-04,2020-06-25,37
153,48,22 day ahead inc death,point,,2020-06-04,2020-06-26,38
154,48,23 day ahead inc death,point,,2020-06-04,2020-06-27,39
155,48,24 day ahead inc death,point,,2020-06-04,2020-06-28,40
156,48,25 day ahead inc death,point,,2020-06-04,2020-06-29,42
157,48,26 day ahead inc death,point,,2020-06-04,2020-06-30,43
158,48,27 day ahead inc death,point,,2020-06-04,2020-07-01,44
159,48,28 day ahead inc death,point,,2020-06-04,2020-07-02,46
160,48,29 day ahead inc death,point,,2020-06-04,2020-07-03,48
161,48,30 day ahead inc death,point,,2020-06-04,2020-07-04,50
162,48,31 day ahead inc death,point,,2020-06-04,2020-07-05,52
163,48,32 day ahead inc death,point,,2020-06-04,2020-07-06,54
164,48,33 day ahead inc death,point,,2020-06-04,2020-07-07,56
165,48,34 day ahead inc death,point,,2020-06-04,2020-07-08,58
166,48,35 day ahead inc death,point,,2020-06-04,2020-07-09,60
167,48,36 day ahead inc death,point,,2020-06-04,2020-07-10,63
168,48,37 day ahead inc death,point,,2020-06-04,2020-07-11,66
