,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-18,2020-06-18,668
1,US,1 day ahead inc death,point,,2020-06-18,2020-06-19,646
2,US,2 day ahead inc death,point,,2020-06-18,2020-06-20,624
3,US,3 day ahead inc death,point,,2020-06-18,2020-06-21,603
4,US,4 day ahead inc death,point,,2020-06-18,2020-06-22,583
5,US,5 day ahead inc death,point,,2020-06-18,2020-06-23,562
6,US,6 day ahead inc death,point,,2020-06-18,2020-06-24,543
7,US,7 day ahead inc death,point,,2020-06-18,2020-06-25,523
8,US,8 day ahead inc death,point,,2020-06-18,2020-06-26,504
9,US,9 day ahead inc death,point,,2020-06-18,2020-06-27,486
10,US,10 day ahead inc death,point,,2020-06-18,2020-06-28,468
11,US,11 day ahead inc death,point,,2020-06-18,2020-06-29,451
12,US,12 day ahead inc death,point,,2020-06-18,2020-06-30,434
13,US,13 day ahead inc death,point,,2020-06-18,2020-07-01,418
14,US,14 day ahead inc death,point,,2020-06-18,2020-07-02,402
15,US,15 day ahead inc death,point,,2020-06-18,2020-07-03,391
16,US,16 day ahead inc death,point,,2020-06-18,2020-07-04,379
17,US,17 day ahead inc death,point,,2020-06-18,2020-07-05,367
18,US,18 day ahead inc death,point,,2020-06-18,2020-07-06,356
19,US,19 day ahead inc death,point,,2020-06-18,2020-07-07,345
20,US,20 day ahead inc death,point,,2020-06-18,2020-07-08,334
21,US,21 day ahead inc death,point,,2020-06-18,2020-07-09,324
22,US,22 day ahead inc death,point,,2020-06-18,2020-07-10,313
23,US,23 day ahead inc death,point,,2020-06-18,2020-07-11,303
24,US,24 day ahead inc death,point,,2020-06-18,2020-07-12,294
25,US,25 day ahead inc death,point,,2020-06-18,2020-07-13,284
26,US,26 day ahead inc death,point,,2020-06-18,2020-07-14,275
27,US,27 day ahead inc death,point,,2020-06-18,2020-07-15,266
28,US,28 day ahead inc death,point,,2020-06-18,2020-07-16,257
29,US,29 day ahead inc death,point,,2020-06-18,2020-07-17,251
30,US,30 day ahead inc death,point,,2020-06-18,2020-07-18,245
31,US,31 day ahead inc death,point,,2020-06-18,2020-07-19,239
32,US,32 day ahead inc death,point,,2020-06-18,2020-07-20,233
33,US,33 day ahead inc death,point,,2020-06-18,2020-07-21,227
34,US,34 day ahead inc death,point,,2020-06-18,2020-07-22,221
35,US,35 day ahead inc death,point,,2020-06-18,2020-07-23,215
36,US,36 day ahead inc death,point,,2020-06-18,2020-07-24,212
37,US,37 day ahead inc death,point,,2020-06-18,2020-07-25,208
38,US,38 day ahead inc death,point,,2020-06-18,2020-07-26,204
39,US,39 day ahead inc death,point,,2020-06-18,2020-07-27,200
40,US,40 day ahead inc death,point,,2020-06-18,2020-07-28,197
41,US,41 day ahead inc death,point,,2020-06-18,2020-07-29,193
42,US,42 day ahead inc death,point,,2020-06-18,2020-07-30,190
43,US,43 day ahead inc death,point,,2020-06-18,2020-07-31,186
44,US,44 day ahead inc death,point,,2020-06-18,2020-08-01,182
45,US,45 day ahead inc death,point,,2020-06-18,2020-08-02,179
46,US,46 day ahead inc death,point,,2020-06-18,2020-08-03,176
47,US,47 day ahead inc death,point,,2020-06-18,2020-08-04,172
48,US,48 day ahead inc death,point,,2020-06-18,2020-08-05,169
49,US,49 day ahead inc death,point,,2020-06-18,2020-08-06,165
