,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 wk ahead inc death,point,,2020-07-03,2020-07-11,2459
1,US,2 wk ahead inc death,point,,2020-07-03,2020-07-18,2023
2,US,3 wk ahead inc death,point,,2020-07-03,2020-07-25,1659
3,US,4 wk ahead inc death,point,,2020-07-03,2020-08-01,1412
4,US,5 wk ahead inc death,point,,2020-07-03,2020-08-08,1205
5,US,6 wk ahead inc death,point,,2020-07-03,2020-08-15,1069
6,US,7 wk ahead inc death,point,,2020-07-03,2020-08-22,957
7,US,8 wk ahead inc death,point,,2020-07-03,2020-08-29,891
8,US,9 wk ahead inc death,point,,2020-07-03,2020-09-05,838
9,US,10 wk ahead inc death,point,,2020-07-03,2020-09-12,939
10,US,11 wk ahead inc death,point,,2020-07-03,2020-09-19,1233
11,US,12 wk ahead inc death,point,,2020-07-03,2020-09-26,1606
12,US,13 wk ahead inc death,point,,2020-07-03,2020-10-03,2072
13,US,14 wk ahead inc death,point,,2020-07-03,2020-10-10,2618
14,US,15 wk ahead inc death,point,,2020-07-03,2020-10-17,3124
15,US,16 wk ahead inc death,point,,2020-07-03,2020-10-24,3624
16,US,17 wk ahead inc death,point,,2020-07-03,2020-10-31,3946
17,US,18 wk ahead inc death,point,,2020-07-03,2020-11-07,4141
18,US,19 wk ahead inc death,point,,2020-07-03,2020-11-14,4065
19,US,20 wk ahead inc death,point,,2020-07-03,2020-11-21,3842
20,48,1 wk ahead inc death,point,,2020-07-03,2020-07-11,375
21,48,2 wk ahead inc death,point,,2020-07-03,2020-07-18,474
22,48,3 wk ahead inc death,point,,2020-07-03,2020-07-25,535
23,48,4 wk ahead inc death,point,,2020-07-03,2020-08-01,546
24,48,5 wk ahead inc death,point,,2020-07-03,2020-08-08,504
25,48,6 wk ahead inc death,point,,2020-07-03,2020-08-15,425
26,48,7 wk ahead inc death,point,,2020-07-03,2020-08-22,345
27,48,8 wk ahead inc death,point,,2020-07-03,2020-08-29,274
28,48,9 wk ahead inc death,point,,2020-07-03,2020-09-05,215
29,48,10 wk ahead inc death,point,,2020-07-03,2020-09-12,180
30,48,11 wk ahead inc death,point,,2020-07-03,2020-09-19,180
31,48,12 wk ahead inc death,point,,2020-07-03,2020-09-26,197
32,48,13 wk ahead inc death,point,,2020-07-03,2020-10-03,225
33,48,14 wk ahead inc death,point,,2020-07-03,2020-10-10,268
34,48,15 wk ahead inc death,point,,2020-07-03,2020-10-17,316
35,48,16 wk ahead inc death,point,,2020-07-03,2020-10-24,364
36,48,17 wk ahead inc death,point,,2020-07-03,2020-10-31,389
37,48,18 wk ahead inc death,point,,2020-07-03,2020-11-07,383
38,48,19 wk ahead inc death,point,,2020-07-03,2020-11-14,347
39,48,20 wk ahead inc death,point,,2020-07-03,2020-11-21,289
