,location,target,type,quantile,value
0,US,0 day ahead inc death,point,,1060
1,US,1 day ahead inc death,point,,1088
2,US,2 day ahead inc death,point,,1135
3,US,3 day ahead inc death,point,,1177
4,US,4 day ahead inc death,point,,1221
5,US,5 day ahead inc death,point,,1265
6,US,6 day ahead inc death,point,,1310
7,US,7 day ahead inc death,point,,1354
8,US,8 day ahead inc death,point,,1399
9,US,9 day ahead inc death,point,,1443
10,US,10 day ahead inc death,point,,1487
11,US,11 day ahead inc death,point,,1531
12,US,12 day ahead inc death,point,,1574
13,US,13 day ahead inc death,point,,1616
14,US,14 day ahead inc death,point,,1657
15,US,15 day ahead inc death,point,,1697
16,US,16 day ahead inc death,point,,1735
17,US,17 day ahead inc death,point,,1772
18,US,18 day ahead inc death,point,,1807
19,US,19 day ahead inc death,point,,1840
20,US,20 day ahead inc death,point,,1871
21,US,21 day ahead inc death,point,,1899
22,US,22 day ahead inc death,point,,1925
23,US,23 day ahead inc death,point,,1948
24,US,24 day ahead inc death,point,,1968
25,US,25 day ahead inc death,point,,1985
26,US,26 day ahead inc death,point,,1999
27,US,27 day ahead inc death,point,,2010
28,US,28 day ahead inc death,point,,2018
29,US,29 day ahead inc death,point,,2022
30,US,30 day ahead inc death,point,,2023
31,US,31 day ahead inc death,point,,2020
32,US,32 day ahead inc death,point,,2014
33,US,33 day ahead inc death,point,,2005
34,US,34 day ahead inc death,point,,1971
35,US,35 day ahead inc death,point,,1941
36,US,36 day ahead inc death,point,,1906
37,US,37 day ahead inc death,point,,1870
38,US,38 day ahead inc death,point,,1831
39,US,39 day ahead inc death,point,,1790
40,US,40 day ahead inc death,point,,1748
41,US,41 day ahead inc death,point,,1685
42,US,42 day ahead inc death,point,,1610
43,US,43 day ahead inc death,point,,1540
44,US,44 day ahead inc death,point,,1471
45,US,45 day ahead inc death,point,,1403
46,US,46 day ahead inc death,point,,1336
47,US,47 day ahead inc death,point,,1271
48,US,48 day ahead inc death,point,,1194
49,US,49 day ahead inc death,point,,1126
50,US,50 day ahead inc death,point,,1058
51,US,51 day ahead inc death,point,,995
52,US,52 day ahead inc death,point,,934
53,US,53 day ahead inc death,point,,876
54,US,54 day ahead inc death,point,,822
55,US,55 day ahead inc death,point,,779
56,US,56 day ahead inc death,point,,735
57,US,57 day ahead inc death,point,,694
58,US,58 day ahead inc death,point,,654
59,US,59 day ahead inc death,point,,617
60,US,60 day ahead inc death,point,,581
61,US,61 day ahead inc death,point,,547
62,US,62 day ahead inc death,point,,515
63,US,63 day ahead inc death,point,,484
64,US,64 day ahead inc death,point,,456
65,US,65 day ahead inc death,point,,428
66,US,66 day ahead inc death,point,,402
67,US,67 day ahead inc death,point,,378
68,US,68 day ahead inc death,point,,355
69,US,69 day ahead inc death,point,,337
70,US,70 day ahead inc death,point,,322
71,US,71 day ahead inc death,point,,307
72,US,72 day ahead inc death,point,,293
73,US,73 day ahead inc death,point,,280
74,US,74 day ahead inc death,point,,267
75,US,75 day ahead inc death,point,,254
76,US,76 day ahead inc death,point,,242
77,US,77 day ahead inc death,point,,231
78,US,78 day ahead inc death,point,,220
79,US,79 day ahead inc death,point,,209
80,US,80 day ahead inc death,point,,199
