,location,target,type,quantile,forecast_date,target_end_date,value
0,US,0 day ahead inc death,point,,2020-06-23,2020-06-23,490
1,US,1 day ahead inc death,point,,2020-06-23,2020-06-24,474
2,US,2 day ahead inc death,point,,2020-06-23,2020-06-25,458
3,US,3 day ahead inc death,point,,2020-06-23,2020-06-26,442
4,US,4 day ahead inc death,point,,2020-06-23,2020-06-27,427
5,US,5 day ahead inc death,point,,2020-06-23,2020-06-28,412
6,US,6 day ahead inc death,point,,2020-06-23,2020-06-29,398
7,US,7 day ahead inc death,point,,2020-06-23,2020-06-30,384
8,US,8 day ahead inc death,point,,2020-06-23,2020-07-01,371
9,US,9 day ahead inc death,point,,2020-06-23,2020-07-02,357
10,US,10 day ahead inc death,point,,2020-06-23,2020-07-03,344
11,US,11 day ahead inc death,point,,2020-06-23,2020-07-04,332
12,US,12 day ahead inc death,point,,2020-06-23,2020-07-05,320
13,US,13 day ahead inc death,point,,2020-06-23,2020-07-06,308
14,US,14 day ahead inc death,point,,2020-06-23,2020-07-07,297
15,US,15 day ahead inc death,point,,2020-06-23,2020-07-08,286
16,US,16 day ahead inc death,point,,2020-06-23,2020-07-09,275
17,US,17 day ahead inc death,point,,2020-06-23,2020-07-10,265
18,US,18 day ahead inc death,point,,2020-06-23,2020-07-11,255
19,US,19 day ahead inc death,point,,2020-06-23,2020-07-12,245
20,US,20 day ahead inc death,point,,2020-06-23,2020-07-13,236
21,US,21 day ahead inc death,point,,2020-06-23,2020-07-14,227
22,US,22 day ahead inc death,point,,2020-06-23,2020-07-15,218
23,US,23 day ahead inc death,point,,2020-06-23,2020-07-16,209
24,US,24 day ahead inc death,point,,2020-06-23,2020-07-17,204
25,US,25 day ahead inc death,point,,2020-06-23,2020-07-18,197
26,US,26 day ahead inc death,point,,2020-06-23,2020-07-19,191
27,US,27 day ahead inc death,point,,2020-06-23,2020-07-20,185
28,US,28 day ahead inc death,point,,2020-06-23,2020-07-21,180
29,US,29 day ahead inc death,point,,2020-06-23,2020-07-22,174
30,US,30 day ahead inc death,point,,2020-06-23,2020-07-23,169
31,US,31 day ahead inc death,point,,2020-06-23,2020-07-24,163
32,US,32 day ahead inc death,point,,2020-06-23,2020-07-25,158
33,US,33 day ahead inc death,point,,2020-06-23,2020-07-26,153
34,US,34 day ahead inc death,point,,2020-06-23,2020-07-27,148
35,US,35 day ahead inc death,point,,2020-06-23,2020-07-28,144
36,US,36 day ahead inc death,point,,2020-06-23,2020-07-29,139
37,US,37 day ahead inc death,point,,2020-06-23,2020-07-30,135
38,US,38 day ahead inc death,point,,2020-06-23,2020-07-31,132
39,US,39 day ahead inc death,point,,2020-06-23,2020-08-01,129
40,US,40 day ahead inc death,point,,2020-06-23,2020-08-02,126
41,US,41 day ahead inc death,point,,2020-06-23,2020-08-03,123
42,US,42 day ahead inc death,point,,2020-06-23,2020-08-04,120
43,US,43 day ahead inc death,point,,2020-06-23,2020-08-05,117
44,US,44 day ahead inc death,point,,2020-06-23,2020-08-06,114
45,US,45 day ahead inc death,point,,2020-06-23,2020-08-07,111
46,US,46 day ahead inc death,point,,2020-06-23,2020-08-08,108
47,US,47 day ahead inc death,point,,2020-06-23,2020-08-09,106
48,US,48 day ahead inc death,point,,2020-06-23,2020-08-10,103
49,US,49 day ahead inc death,point,,2020-06-23,2020-08-11,101
50,US,50 day ahead inc death,point,,2020-06-23,2020-08-12,98
51,US,51 day ahead inc death,point,,2020-06-23,2020-08-13,96
52,US,52 day ahead inc death,point,,2020-06-23,2020-08-14,94
53,US,53 day ahead inc death,point,,2020-06-23,2020-08-15,93
54,US,54 day ahead inc death,point,,2020-06-23,2020-08-16,91
55,US,55 day ahead inc death,point,,2020-06-23,2020-08-17,90
