,location,target,type,quantile,value
0,US,0 day ahead inc death,point,,792
1,US,1 day ahead inc death,point,,775
2,US,2 day ahead inc death,point,,757
3,US,3 day ahead inc death,point,,749
4,US,4 day ahead inc death,point,,737
5,US,5 day ahead inc death,point,,726
6,US,6 day ahead inc death,point,,715
7,US,7 day ahead inc death,point,,703
8,US,8 day ahead inc death,point,,691
9,US,9 day ahead inc death,point,,679
10,US,10 day ahead inc death,point,,667
11,US,11 day ahead inc death,point,,654
12,US,12 day ahead inc death,point,,642
13,US,13 day ahead inc death,point,,629
14,US,14 day ahead inc death,point,,616
15,US,15 day ahead inc death,point,,604
16,US,16 day ahead inc death,point,,591
17,US,17 day ahead inc death,point,,578
18,US,18 day ahead inc death,point,,566
19,US,19 day ahead inc death,point,,553
20,US,20 day ahead inc death,point,,547
21,US,21 day ahead inc death,point,,538
22,US,22 day ahead inc death,point,,530
23,US,23 day ahead inc death,point,,522
24,US,24 day ahead inc death,point,,513
25,US,25 day ahead inc death,point,,505
26,US,26 day ahead inc death,point,,496
27,US,27 day ahead inc death,point,,488
28,US,28 day ahead inc death,point,,479
29,US,29 day ahead inc death,point,,471
30,US,30 day ahead inc death,point,,462
31,US,31 day ahead inc death,point,,453
32,US,32 day ahead inc death,point,,445
33,US,33 day ahead inc death,point,,436
34,US,34 day ahead inc death,point,,428
35,US,35 day ahead inc death,point,,419
36,US,36 day ahead inc death,point,,410
37,US,37 day ahead inc death,point,,402
38,US,38 day ahead inc death,point,,393
39,US,39 day ahead inc death,point,,385
40,US,40 day ahead inc death,point,,377
41,US,41 day ahead inc death,point,,373
42,US,42 day ahead inc death,point,,367
43,US,43 day ahead inc death,point,,362
44,US,44 day ahead inc death,point,,357
45,US,45 day ahead inc death,point,,351
46,US,46 day ahead inc death,point,,346
47,US,47 day ahead inc death,point,,341
48,US,48 day ahead inc death,point,,336
49,US,49 day ahead inc death,point,,330
50,US,50 day ahead inc death,point,,325
51,US,51 day ahead inc death,point,,320
52,US,52 day ahead inc death,point,,314
53,US,53 day ahead inc death,point,,309
54,US,54 day ahead inc death,point,,304
55,US,55 day ahead inc death,point,,302
56,US,56 day ahead inc death,point,,299
57,US,57 day ahead inc death,point,,296
58,US,58 day ahead inc death,point,,293
59,US,59 day ahead inc death,point,,290
60,US,60 day ahead inc death,point,,287
61,US,61 day ahead inc death,point,,284
62,US,62 day ahead inc death,point,,281
63,US,63 day ahead inc death,point,,278
64,US,64 day ahead inc death,point,,275
65,US,65 day ahead inc death,point,,272
66,US,66 day ahead inc death,point,,269
67,US,67 day ahead inc death,point,,265
68,US,68 day ahead inc death,point,,262
69,US,69 day ahead inc death,point,,262
70,US,70 day ahead inc death,point,,261
71,US,71 day ahead inc death,point,,260
72,US,72 day ahead inc death,point,,258
73,US,73 day ahead inc death,point,,257
74,US,74 day ahead inc death,point,,256
75,US,75 day ahead inc death,point,,255
76,US,76 day ahead inc death,point,,253
77,US,77 day ahead inc death,point,,252
78,US,78 day ahead inc death,point,,250
79,US,79 day ahead inc death,point,,249
80,US,80 day ahead inc death,point,,247
81,US,81 day ahead inc death,point,,246
82,US,82 day ahead inc death,point,,244
83,US,83 day ahead inc death,point,,245
84,US,84 day ahead inc death,point,,245
85,US,85 day ahead inc death,point,,245
86,US,86 day ahead inc death,point,,259
87,US,87 day ahead inc death,point,,269
88,US,88 day ahead inc death,point,,280
89,US,89 day ahead inc death,point,,292
90,US,90 day ahead inc death,point,,304
91,US,91 day ahead inc death,point,,316
92,US,92 day ahead inc death,point,,329
93,US,93 day ahead inc death,point,,342
94,US,94 day ahead inc death,point,,356
95,US,95 day ahead inc death,point,,370
96,US,96 day ahead inc death,point,,384
97,US,97 day ahead inc death,point,,403
98,US,98 day ahead inc death,point,,422
99,US,99 day ahead inc death,point,,441
100,US,100 day ahead inc death,point,,462
101,US,101 day ahead inc death,point,,483
102,US,102 day ahead inc death,point,,504
103,US,103 day ahead inc death,point,,527
104,US,104 day ahead inc death,point,,550
105,US,105 day ahead inc death,point,,574
106,US,106 day ahead inc death,point,,599
107,US,107 day ahead inc death,point,,624
108,US,108 day ahead inc death,point,,651
109,US,109 day ahead inc death,point,,678
110,US,110 day ahead inc death,point,,705
111,US,111 day ahead inc death,point,,734
112,US,112 day ahead inc death,point,,763
113,US,113 day ahead inc death,point,,793
114,US,114 day ahead inc death,point,,823
115,US,115 day ahead inc death,point,,854
116,US,116 day ahead inc death,point,,885
117,US,117 day ahead inc death,point,,917
118,US,118 day ahead inc death,point,,949
119,US,119 day ahead inc death,point,,982
120,US,120 day ahead inc death,point,,1015
121,US,121 day ahead inc death,point,,1048
122,US,122 day ahead inc death,point,,1081
123,US,123 day ahead inc death,point,,1114
124,US,124 day ahead inc death,point,,1147
125,US,125 day ahead inc death,point,,1168
126,US,126 day ahead inc death,point,,1192
127,US,127 day ahead inc death,point,,1214
128,US,128 day ahead inc death,point,,1235
129,US,129 day ahead inc death,point,,1256
130,US,130 day ahead inc death,point,,1275
131,US,1 wk ahead inc death,point,,5162
132,US,2 wk ahead inc death,point,,4577
133,US,3 wk ahead inc death,point,,3977
134,US,4 wk ahead inc death,point,,3534
135,US,5 wk ahead inc death,point,,3114
136,US,6 wk ahead inc death,point,,2707
137,US,7 wk ahead inc death,point,,2423
138,US,8 wk ahead inc death,point,,2172
139,US,9 wk ahead inc death,point,,2009
140,US,10 wk ahead inc death,point,,1866
141,US,11 wk ahead inc death,point,,1790
142,US,12 wk ahead inc death,point,,1726
143,US,13 wk ahead inc death,point,,1965
144,US,14 wk ahead inc death,point,,2605
145,US,15 wk ahead inc death,point,,3541
146,US,16 wk ahead inc death,point,,4754
147,US,17 wk ahead inc death,point,,6204
148,US,18 wk ahead inc death,point,,7766
149,US,19 wk ahead inc death,point,,8874
150,US,20 wk ahead inc death,point,,9145
151,48,0 day ahead inc death,point,,34
152,48,1 day ahead inc death,point,,35
153,48,2 day ahead inc death,point,,37
154,48,3 day ahead inc death,point,,39
155,48,4 day ahead inc death,point,,41
156,48,5 day ahead inc death,point,,43
157,48,6 day ahead inc death,point,,45
158,48,7 day ahead inc death,point,,48
159,48,8 day ahead inc death,point,,50
160,48,9 day ahead inc death,point,,53
161,48,10 day ahead inc death,point,,55
162,48,11 day ahead inc death,point,,58
163,48,12 day ahead inc death,point,,62
164,48,13 day ahead inc death,point,,65
165,48,14 day ahead inc death,point,,69
166,48,15 day ahead inc death,point,,73
167,48,16 day ahead inc death,point,,77
168,48,17 day ahead inc death,point,,82
169,48,18 day ahead inc death,point,,86
170,48,19 day ahead inc death,point,,91
171,48,20 day ahead inc death,point,,97
172,48,21 day ahead inc death,point,,103
173,48,22 day ahead inc death,point,,109
174,48,23 day ahead inc death,point,,116
175,48,24 day ahead inc death,point,,123
176,48,25 day ahead inc death,point,,130
177,48,26 day ahead inc death,point,,137
178,48,27 day ahead inc death,point,,143
179,48,28 day ahead inc death,point,,150
180,48,29 day ahead inc death,point,,156
181,48,30 day ahead inc death,point,,163
182,48,31 day ahead inc death,point,,169
183,48,32 day ahead inc death,point,,176
184,48,33 day ahead inc death,point,,183
185,48,34 day ahead inc death,point,,187
186,48,35 day ahead inc death,point,,192
187,48,36 day ahead inc death,point,,196
188,48,37 day ahead inc death,point,,201
189,48,38 day ahead inc death,point,,204
190,48,39 day ahead inc death,point,,208
191,48,40 day ahead inc death,point,,211
192,48,41 day ahead inc death,point,,212
193,48,42 day ahead inc death,point,,213
194,48,43 day ahead inc death,point,,213
195,48,44 day ahead inc death,point,,213
196,48,45 day ahead inc death,point,,212
197,48,46 day ahead inc death,point,,211
198,48,47 day ahead inc death,point,,210
199,48,48 day ahead inc death,point,,206
200,48,49 day ahead inc death,point,,202
201,48,50 day ahead inc death,point,,198
202,48,51 day ahead inc death,point,,193
203,48,52 day ahead inc death,point,,189
204,48,53 day ahead inc death,point,,184
205,48,54 day ahead inc death,point,,179
206,48,55 day ahead inc death,point,,171
207,48,56 day ahead inc death,point,,165
208,48,57 day ahead inc death,point,,158
209,48,58 day ahead inc death,point,,151
210,48,59 day ahead inc death,point,,145
211,48,60 day ahead inc death,point,,138
212,48,61 day ahead inc death,point,,132
213,48,62 day ahead inc death,point,,124
214,48,63 day ahead inc death,point,,117
215,48,64 day ahead inc death,point,,111
216,48,65 day ahead inc death,point,,104
217,48,66 day ahead inc death,point,,98
218,48,67 day ahead inc death,point,,92
219,48,68 day ahead inc death,point,,86
220,48,69 day ahead inc death,point,,81
221,48,70 day ahead inc death,point,,76
222,48,71 day ahead inc death,point,,71
223,48,72 day ahead inc death,point,,67
224,48,73 day ahead inc death,point,,62
225,48,74 day ahead inc death,point,,58
226,48,75 day ahead inc death,point,,54
227,48,76 day ahead inc death,point,,51
228,48,77 day ahead inc death,point,,48
229,48,78 day ahead inc death,point,,46
230,48,79 day ahead inc death,point,,43
231,48,80 day ahead inc death,point,,40
232,48,81 day ahead inc death,point,,38
233,48,82 day ahead inc death,point,,36
234,48,83 day ahead inc death,point,,33
235,48,84 day ahead inc death,point,,31
236,48,85 day ahead inc death,point,,30
237,48,86 day ahead inc death,point,,29
238,48,87 day ahead inc death,point,,29
239,48,88 day ahead inc death,point,,28
240,48,89 day ahead inc death,point,,28
241,48,90 day ahead inc death,point,,27
242,48,91 day ahead inc death,point,,26
243,48,92 day ahead inc death,point,,26
244,48,93 day ahead inc death,point,,25
245,48,94 day ahead inc death,point,,25
246,48,95 day ahead inc death,point,,24
247,48,96 day ahead inc death,point,,24
248,48,97 day ahead inc death,point,,23
249,48,98 day ahead inc death,point,,23
250,48,99 day ahead inc death,point,,23
251,48,100 day ahead inc death,point,,22
252,48,101 day ahead inc death,point,,22
253,48,102 day ahead inc death,point,,22
254,48,103 day ahead inc death,point,,21
255,48,104 day ahead inc death,point,,21
256,48,105 day ahead inc death,point,,21
257,48,106 day ahead inc death,point,,21
258,48,107 day ahead inc death,point,,21
259,48,108 day ahead inc death,point,,20
260,48,109 day ahead inc death,point,,20
261,48,110 day ahead inc death,point,,20
262,48,111 day ahead inc death,point,,20
263,48,112 day ahead inc death,point,,20
264,48,113 day ahead inc death,point,,20
265,48,114 day ahead inc death,point,,19
266,48,115 day ahead inc death,point,,19
267,48,116 day ahead inc death,point,,19
268,48,117 day ahead inc death,point,,19
269,48,118 day ahead inc death,point,,19
270,48,119 day ahead inc death,point,,18
271,48,120 day ahead inc death,point,,18
272,48,121 day ahead inc death,point,,18
273,48,122 day ahead inc death,point,,18
274,48,123 day ahead inc death,point,,18
275,48,124 day ahead inc death,point,,17
276,48,125 day ahead inc death,point,,17
277,48,126 day ahead inc death,point,,17
278,48,127 day ahead inc death,point,,17
279,48,128 day ahead inc death,point,,17
280,48,129 day ahead inc death,point,,17
281,48,130 day ahead inc death,point,,17
282,48,1 wk ahead inc death,point,,287
283,48,2 wk ahead inc death,point,,413
284,48,3 wk ahead inc death,point,,610
285,48,4 wk ahead inc death,point,,908
286,48,5 wk ahead inc death,point,,1226
287,48,6 wk ahead inc death,point,,1445
288,48,7 wk ahead inc death,point,,1466
289,48,8 wk ahead inc death,point,,1278
290,48,9 wk ahead inc death,point,,966
291,48,10 wk ahead inc death,point,,648
292,48,11 wk ahead inc death,point,,412
293,48,12 wk ahead inc death,point,,267
294,48,13 wk ahead inc death,point,,197
295,48,14 wk ahead inc death,point,,170
296,48,15 wk ahead inc death,point,,152
297,48,16 wk ahead inc death,point,,142
298,48,17 wk ahead inc death,point,,133
299,48,18 wk ahead inc death,point,,124
300,48,19 wk ahead inc death,point,,119
301,48,20 wk ahead inc death,point,,115
