,location,target,type,quantile,value
0,US,1 day ahead cum death,quantile,0.05,122747.45
1,US,1 day ahead cum death,point,,123004.025
2,US,1 day ahead cum death,quantile,0.95,123260.6
3,US,2 day ahead cum death,quantile,0.05,123677.75
4,US,2 day ahead cum death,point,,124089.375
5,US,2 day ahead cum death,quantile,0.95,124501.0
6,US,3 day ahead cum death,quantile,0.05,124635.65
7,US,3 day ahead cum death,point,,125206.925
8,US,3 day ahead cum death,quantile,0.95,125778.19999999998
9,US,4 day ahead cum death,quantile,0.05,125453.99
10,US,4 day ahead cum death,point,,126161.655
11,US,4 day ahead cum death,quantile,0.95,126869.31999999998
12,US,5 day ahead cum death,quantile,0.05,126265.07
13,US,5 day ahead cum death,point,,127107.915
14,US,5 day ahead cum death,quantile,0.95,127950.75999999998
15,US,6 day ahead cum death,quantile,0.05,127254.59
16,US,6 day ahead cum death,point,,128262.355
17,US,6 day ahead cum death,quantile,0.95,129270.11999999998
18,US,7 day ahead cum death,quantile,0.05,128414.75
19,US,7 day ahead cum death,point,,129615.875
20,US,7 day ahead cum death,quantile,0.95,130817.0
21,US,8 day ahead cum death,quantile,0.05,129416.9675
22,US,8 day ahead cum death,point,,130803.761
23,US,8 day ahead cum death,quantile,0.95,132195.878
24,US,9 day ahead cum death,quantile,0.05,130432.0775
25,US,9 day ahead cum death,point,,132025.93300000002
26,US,9 day ahead cum death,quantile,0.95,133638.69400000002
27,US,10 day ahead cum death,quantile,0.05,131460.0905
28,US,10 day ahead cum death,point,,133283.0245
29,US,10 day ahead cum death,quantile,0.95,135150.082
30,US,11 day ahead cum death,quantile,0.05,132500.3945
31,US,11 day ahead cum death,point,,134574.7625
32,US,11 day ahead cum death,quantile,0.95,136733.922
33,US,12 day ahead cum death,quantile,0.05,133554.38749999998
34,US,12 day ahead cum death,point,,135903.4255
35,US,12 day ahead cum death,quantile,0.95,138397.674
36,US,13 day ahead cum death,quantile,0.05,134623.7975
37,US,13 day ahead cum death,point,,137271.68050000002
38,US,13 day ahead cum death,quantile,0.95,140150.074
39,US,14 day ahead cum death,quantile,0.05,135709.1045
40,US,14 day ahead cum death,point,,138680.70700000002
41,US,14 day ahead cum death,quantile,0.95,141998.59
42,US,15 day ahead cum death,quantile,0.05,136813.02349999998
43,US,15 day ahead cum death,point,,140134.75750000007
44,US,15 day ahead cum death,quantile,0.95,143955.922
45,US,16 day ahead cum death,quantile,0.05,137935.08049999998
46,US,16 day ahead cum death,point,,141633.66400000005
47,US,16 day ahead cum death,quantile,0.95,146029.35799999998
48,US,17 day ahead cum death,quantile,0.05,139077.0095
49,US,17 day ahead cum death,point,,143180.49950000006
50,US,17 day ahead cum death,quantile,0.95,148231.96999999994
51,US,18 day ahead cum death,quantile,0.05,140241.0935
52,US,18 day ahead cum death,point,,144779.32750000007
53,US,18 day ahead cum death,quantile,0.95,150579.20199999993
54,US,19 day ahead cum death,quantile,0.05,141431.3735
55,US,19 day ahead cum death,point,,146437.03250000006
56,US,19 day ahead cum death,quantile,0.95,153096.92199999993
57,US,20 day ahead cum death,quantile,0.05,142652.21149999998
58,US,20 day ahead cum death,point,,148161.39850000007
59,US,20 day ahead cum death,quantile,0.95,155811.62599999993
60,US,21 day ahead cum death,quantile,0.05,143907.46549999993
61,US,21 day ahead cum death,point,,149959.72650000005
62,US,21 day ahead cum death,quantile,0.95,158754.05799999993
63,US,22 day ahead cum death,quantile,0.05,145201.68049999993
64,US,22 day ahead cum death,point,,151840.64400000006
65,US,22 day ahead cum death,quantile,0.95,161961.67799999993
66,US,23 day ahead cum death,quantile,0.05,146537.24749999994
67,US,23 day ahead cum death,point,,153809.70550000007
68,US,23 day ahead cum death,quantile,0.95,165470.03399999993
69,US,24 day ahead cum death,quantile,0.05,147916.85149999993
70,US,24 day ahead cum death,point,,155872.84350000008
71,US,24 day ahead cum death,quantile,0.95,169319.90599999993
72,US,25 day ahead cum death,quantile,0.05,149342.93449999994
73,US,25 day ahead cum death,point,,158036.40700000006
74,US,25 day ahead cum death,quantile,0.95,173556.54999999993
75,US,26 day ahead cum death,quantile,0.05,150818.61049999998
76,US,26 day ahead cum death,point,,160307.17900000006
77,US,26 day ahead cum death,quantile,0.95,178239.71799999996
78,US,27 day ahead cum death,quantile,0.05,152346.80749999994
79,US,27 day ahead cum death,point,,162692.42550000007
80,US,27 day ahead cum death,quantile,0.95,183429.714
81,US,28 day ahead cum death,quantile,0.05,153930.58849999995
82,US,28 day ahead cum death,point,,165199.92000000007
83,US,28 day ahead cum death,quantile,0.95,189199.422
84,US,29 day ahead cum death,quantile,0.05,155573.49049999993
85,US,29 day ahead cum death,point,,167837.98900000006
86,US,29 day ahead cum death,quantile,0.95,195638.358
87,US,30 day ahead cum death,quantile,0.05,156161.62506119243
88,US,30 day ahead cum death,point,,169530.45328748762
89,US,30 day ahead cum death,quantile,0.95,200249.3632563771
90,US,31 day ahead cum death,quantile,0.05,156739.41512579247
91,US,31 day ahead cum death,point,,171259.39662122075
92,US,31 day ahead cum death,quantile,0.95,205140.23932079368
93,US,32 day ahead cum death,quantile,0.05,157307.04263959403
94,US,32 day ahead cum death,point,,173025.60526347085
95,US,32 day ahead cum death,quantile,0.95,210327.97330665286
96,US,33 day ahead cum death,quantile,0.05,157864.68634820922
97,US,33 day ahead cum death,point,,174829.88242345353
98,US,33 day ahead cum death,quantile,0.95,215830.58338173522
99,US,34 day ahead cum death,quantile,0.05,158422.3300568244
100,US,34 day ahead cum death,point,,176634.1595834362
101,US,34 day ahead cum death,quantile,0.95,221333.19345681765
102,US,35 day ahead cum death,quantile,0.05,158979.97376543962
103,US,35 day ahead cum death,point,,178438.43674341892
104,US,35 day ahead cum death,quantile,0.95,226835.8035319001
105,US,36 day ahead cum death,quantile,0.05,159537.61747405474
106,US,36 day ahead cum death,point,,180242.7139034016
107,US,36 day ahead cum death,quantile,0.95,232338.4136069825
108,US,37 day ahead cum death,quantile,0.05,160095.26118266993
109,US,37 day ahead cum death,point,,182046.99106338425
110,US,37 day ahead cum death,quantile,0.95,237841.02368206496
111,US,38 day ahead cum death,quantile,0.05,160652.90489128514
112,US,38 day ahead cum death,point,,183851.2682233669
113,US,38 day ahead cum death,quantile,0.95,243343.63375714736
114,US,39 day ahead cum death,quantile,0.05,161210.54859990033
115,US,39 day ahead cum death,point,,185655.5453833496
116,US,39 day ahead cum death,quantile,0.95,248846.2438322298
117,US,40 day ahead cum death,quantile,0.05,161768.1923085155
118,US,40 day ahead cum death,point,,187459.8225433323
119,US,40 day ahead cum death,quantile,0.95,254348.85390731227
120,US,41 day ahead cum death,quantile,0.05,162325.8360171307
121,US,41 day ahead cum death,point,,189264.09970331495
122,US,41 day ahead cum death,quantile,0.95,259851.4639823947
