,location,target,type,quantile,value
0,US,1 wk ahead cum death,quantile,0.1,135846.326
1,US,1 wk ahead cum death,point,,137683.13599999994
2,US,1 wk ahead cum death,quantile,0.9,139519.94600000005
3,US,2 wk ahead cum death,quantile,0.1,143137.88310600002
4,US,2 wk ahead cum death,point,,146679.6956
5,US,2 wk ahead cum death,quantile,0.9,150275.88046400007
6,US,3 wk ahead cum death,quantile,0.1,152154.05767600005
7,US,3 wk ahead cum death,point,,158812.1992
8,US,3 wk ahead cum death,quantile,0.9,166562.6608640001
9,US,4 wk ahead cum death,quantile,0.1,164387.6334760001
10,US,4 wk ahead cum death,point,,176944.90399999995
11,US,4 wk ahead cum death,quantile,0.9,195720.1606640001
