,location,target,type,quantile,value
0,US,1 day ahead cum death,quantile,0.05,126755.739
1,US,1 day ahead cum death,point,,126967.204
2,US,1 day ahead cum death,quantile,0.95,127178.669
3,US,2 day ahead cum death,quantile,0.05,127304.772
4,US,2 day ahead cum death,point,,127635.59199999999
5,US,2 day ahead cum death,quantile,0.95,127966.412
6,US,3 day ahead cum death,quantile,0.05,127937.54800000001
7,US,3 day ahead cum death,point,,128405.92800000001
8,US,3 day ahead cum death,quantile,0.95,128874.308
9,US,4 day ahead cum death,quantile,0.05,128651.81300000001
10,US,4 day ahead cum death,point,,129275.46800000001
11,US,4 day ahead cum death,quantile,0.95,129899.123
12,US,5 day ahead cum death,quantile,0.05,129386.847
13,US,5 day ahead cum death,point,,130170.292
14,US,5 day ahead cum death,quantile,0.95,130953.737
15,US,6 day ahead cum death,quantile,0.05,130013.758
16,US,6 day ahead cum death,point,,130933.48799999998
17,US,6 day ahead cum death,quantile,0.95,131853.21800000002
18,US,7 day ahead cum death,quantile,0.05,130636.59799999998
19,US,7 day ahead cum death,point,,131691.72799999994
20,US,7 day ahead cum death,quantile,0.95,132746.85800000007
21,US,8 day ahead cum death,quantile,0.05,131396.012
22,US,8 day ahead cum death,point,,132616.23199999993
23,US,8 day ahead cum death,quantile,0.95,133836.45200000005
24,US,9 day ahead cum death,quantile,0.05,132286.25
25,US,9 day ahead cum death,point,,133699.99999999994
26,US,9 day ahead cum death,quantile,0.95,135113.75000000006
27,US,10 day ahead cum death,quantile,0.05,133184.65300000002
28,US,10 day ahead cum death,point,,134793.70799999998
29,US,10 day ahead cum death,quantile,0.95,136402.76300000006
30,US,11 day ahead cum death,quantile,0.05,134205.232
31,US,11 day ahead cum death,point,,136036.15199999994
32,US,11 day ahead cum death,quantile,0.95,137867.07200000007
33,US,12 day ahead cum death,quantile,0.05,135205.065
34,US,12 day ahead cum death,point,,137253.33999999994
35,US,12 day ahead cum death,quantile,0.95,139301.61500000008
36,US,13 day ahead cum death,quantile,0.05,136174.768
37,US,13 day ahead cum death,point,,138433.84799999994
38,US,13 day ahead cum death,quantile,0.95,140692.92800000007
39,US,14 day ahead cum death,quantile,0.05,137014.038
40,US,14 day ahead cum death,point,,139455.56799999994
41,US,14 day ahead cum death,quantile,0.95,141897.0980000001
42,US,15 day ahead cum death,quantile,0.05,138012.04500699998
43,US,15 day ahead cum death,point,,140691.04839999994
44,US,15 day ahead cum death,quantile,0.95,143377.37870300008
45,US,16 day ahead cum death,quantile,0.05,139035.63585700002
46,US,16 day ahead cum death,point,,141979.19119999994
47,US,16 day ahead cum death,quantile,0.95,144948.17870300007
48,US,17 day ahead cum death,quantile,0.05,140084.269567
49,US,17 day ahead cum death,point,,143320.46399999998
50,US,17 day ahead cum death,quantile,0.95,146614.91960300007
51,US,18 day ahead cum death,quantile,0.05,141160.45796700002
52,US,18 day ahead cum death,point,,144719.3356
53,US,18 day ahead cum death,quantile,0.95,148388.62340300006
54,US,19 day ahead cum death,quantile,0.05,142267.72626700002
55,US,19 day ahead cum death,point,,146181.938
56,US,19 day ahead cum death,quantile,0.95,150283.49000300007
57,US,20 day ahead cum death,quantile,0.05,143412.091267
58,US,20 day ahead cum death,point,,147718.2728
59,US,20 day ahead cum death,quantile,0.95,152320.26980300006
60,US,21 day ahead cum death,quantile,0.05,144599.80896700002
61,US,21 day ahead cum death,point,,149339.47
62,US,21 day ahead cum death,quantile,0.95,154523.36300300006
63,US,22 day ahead cum death,quantile,0.05,145834.540967
64,US,22 day ahead cum death,point,,151053.7196
65,US,22 day ahead cum death,quantile,0.95,156915.40760300006
66,US,23 day ahead cum death,quantile,0.05,147121.338067
67,US,23 day ahead cum death,point,,152869.45520000005
68,US,23 day ahead cum death,quantile,0.95,159521.83670300007
69,US,24 day ahead cum death,quantile,0.05,148462.415167
70,US,24 day ahead cum death,point,,154798.98280000006
71,US,24 day ahead cum death,quantile,0.95,162376.82180300006
72,US,25 day ahead cum death,quantile,0.05,149863.156567
73,US,25 day ahead cum death,point,,156852.77720000007
74,US,25 day ahead cum death,quantile,0.95,165515.37920300005
75,US,26 day ahead cum death,quantile,0.05,151328.63376700002
76,US,26 day ahead cum death,point,,159044.01240000007
77,US,26 day ahead cum death,quantile,0.95,168980.62340300006
78,US,27 day ahead cum death,quantile,0.05,152864.37366699998
79,US,27 day ahead cum death,point,,161387.64880000002
80,US,27 day ahead cum death,quantile,0.95,172823.51630300007
81,US,28 day ahead cum death,quantile,0.05,154472.39796699994
82,US,28 day ahead cum death,point,,163893.67960000006
83,US,28 day ahead cum death,quantile,0.95,177092.10260300004
84,US,29 day ahead cum death,quantile,0.05,156156.14516699998
85,US,29 day ahead cum death,point,,166575.55880000006
86,US,29 day ahead cum death,quantile,0.95,181846.78880300003
87,US,30 day ahead cum death,quantile,0.05,157920.13016699994
88,US,30 day ahead cum death,point,,169449.75880000007
89,US,30 day ahead cum death,quantile,0.95,187160.44880300004
90,US,31 day ahead cum death,quantile,0.05,159768.57116699993
91,US,31 day ahead cum death,point,,172533.03480000005
92,US,31 day ahead cum death,quantile,0.95,193115.52980300004
93,US,32 day ahead cum death,quantile,0.05,161706.36716699993
94,US,32 day ahead cum death,point,,175845.77080000006
95,US,32 day ahead cum death,quantile,0.95,199811.62580300003
96,US,33 day ahead cum death,quantile,0.05,163731.95416699993
97,US,33 day ahead cum death,point,,179396.70280000003
98,US,33 day ahead cum death,quantile,0.95,207332.952803
99,US,34 day ahead cum death,quantile,0.05,165833.94716699995
100,US,34 day ahead cum death,point,,183175.33080000003
101,US,34 day ahead cum death,quantile,0.95,215733.135803
102,US,35 day ahead cum death,quantile,0.05,168017.91216699994
103,US,35 day ahead cum death,point,,187206.07080000004
104,US,35 day ahead cum death,quantile,0.95,225153.15080300003
