,location,target,type,quantile,value
0,US,1 wk ahead inc death,point,,10002.15
1,US,1 wk ahead inc death,quantile,0.01,5503.0056
2,US,1 wk ahead inc death,quantile,0.025,6261.0839
3,US,1 wk ahead inc death,quantile,0.05,7186.7042
4,US,1 wk ahead inc death,quantile,0.1,7554.2969
5,US,1 wk ahead inc death,quantile,0.15,7992.0469
6,US,1 wk ahead inc death,quantile,0.2,8236.3557
7,US,1 wk ahead inc death,quantile,0.25,8409.6853
8,US,1 wk ahead inc death,quantile,0.3,8757.0493
9,US,1 wk ahead inc death,quantile,0.35,8924.0121
10,US,1 wk ahead inc death,quantile,0.4,9111.6008
11,US,1 wk ahead inc death,quantile,0.45,9378.4554
12,US,1 wk ahead inc death,quantile,0.5,9611.2759
13,US,1 wk ahead inc death,quantile,0.55,9992.5749
14,US,1 wk ahead inc death,quantile,0.6,10288.0504
15,US,1 wk ahead inc death,quantile,0.65,10785.2278
16,US,1 wk ahead inc death,quantile,0.7,11270.3328
17,US,1 wk ahead inc death,quantile,0.75,11459.605
18,US,1 wk ahead inc death,quantile,0.8,11677.6385
19,US,1 wk ahead inc death,quantile,0.85,12167.8019
20,US,1 wk ahead inc death,quantile,0.9,12700.6534
21,US,1 wk ahead inc death,quantile,0.95,13535.0655
22,US,1 wk ahead inc death,quantile,0.975,13897.1242
23,US,1 wk ahead inc death,quantile,0.99,15750.0923
24,US,1 wk ahead cum death,point,,88658.1452
25,US,1 wk ahead cum death,quantile,0.01,84159.0056
26,US,1 wk ahead cum death,quantile,0.025,84917.0839
27,US,1 wk ahead cum death,quantile,0.05,85842.7042
28,US,1 wk ahead cum death,quantile,0.1,86210.2969
29,US,1 wk ahead cum death,quantile,0.15,86648.0469
30,US,1 wk ahead cum death,quantile,0.2,86892.3557
31,US,1 wk ahead cum death,quantile,0.25,87065.6853
32,US,1 wk ahead cum death,quantile,0.3,87413.0493
33,US,1 wk ahead cum death,quantile,0.35,87580.0121
34,US,1 wk ahead cum death,quantile,0.4,87767.6008
35,US,1 wk ahead cum death,quantile,0.45,88034.4554
36,US,1 wk ahead cum death,quantile,0.5,88267.2759
37,US,1 wk ahead cum death,quantile,0.55,88648.5749
38,US,1 wk ahead cum death,quantile,0.6,88944.0504
39,US,1 wk ahead cum death,quantile,0.65,89441.2278
40,US,1 wk ahead cum death,quantile,0.7,89926.3328
41,US,1 wk ahead cum death,quantile,0.75,90115.605
42,US,1 wk ahead cum death,quantile,0.8,90333.6385
43,US,1 wk ahead cum death,quantile,0.85,90823.8019
