,location,target,type,quantile,value
0,US,1 wk ahead inc death,point,,4889.63
1,US,1 wk ahead inc death,quantile,0.01,1473.1243
2,US,1 wk ahead inc death,quantile,0.025,2195.7014
3,US,1 wk ahead inc death,quantile,0.05,2799.6729
4,US,1 wk ahead inc death,quantile,0.1,3212.6795
5,US,1 wk ahead inc death,quantile,0.15,3404.9845
6,US,1 wk ahead inc death,quantile,0.2,3640.2788
7,US,1 wk ahead inc death,quantile,0.25,3783.309
8,US,1 wk ahead inc death,quantile,0.3,4097.4539
9,US,1 wk ahead inc death,quantile,0.35,4201.376
10,US,1 wk ahead inc death,quantile,0.4,4365.9012
11,US,1 wk ahead inc death,quantile,0.45,4611.1722
12,US,1 wk ahead inc death,quantile,0.5,4868.5364
13,US,1 wk ahead inc death,quantile,0.55,5018.8499
14,US,1 wk ahead inc death,quantile,0.6,5312.1465
15,US,1 wk ahead inc death,quantile,0.65,5603.4052
16,US,1 wk ahead inc death,quantile,0.7,5816.7646
17,US,1 wk ahead inc death,quantile,0.75,5978.6509
18,US,1 wk ahead inc death,quantile,0.8,6112.0459
19,US,1 wk ahead inc death,quantile,0.85,6475.8459
20,US,1 wk ahead inc death,quantile,0.9,6684.9361
21,US,1 wk ahead inc death,quantile,0.95,7283.3778
22,US,1 wk ahead inc death,quantile,0.975,7698.6058
23,US,1 wk ahead inc death,quantile,0.99,8201.2277
24,US,1 wk ahead cum death,point,,130428.6298
25,US,1 wk ahead cum death,quantile,0.01,127012.1243
26,US,1 wk ahead cum death,quantile,0.025,127734.7014
27,US,1 wk ahead cum death,quantile,0.05,128338.6729
28,US,1 wk ahead cum death,quantile,0.1,128751.6795
29,US,1 wk ahead cum death,quantile,0.15,128943.9845
30,US,1 wk ahead cum death,quantile,0.2,129179.2788
31,US,1 wk ahead cum death,quantile,0.25,129322.309
32,US,1 wk ahead cum death,quantile,0.3,129636.4539
33,US,1 wk ahead cum death,quantile,0.35,129740.376
34,US,1 wk ahead cum death,quantile,0.4,129904.9012
35,US,1 wk ahead cum death,quantile,0.45,130150.1722
36,US,1 wk ahead cum death,quantile,0.5,130407.5364
37,US,1 wk ahead cum death,quantile,0.55,130557.8499
38,US,1 wk ahead cum death,quantile,0.6,130851.1465
39,US,1 wk ahead cum death,quantile,0.65,131142.4052
40,US,1 wk ahead cum death,quantile,0.7,131355.7646
41,US,1 wk ahead cum death,quantile,0.75,131517.6509
42,US,1 wk ahead cum death,quantile,0.8,131651.0459
43,US,1 wk ahead cum death,quantile,0.85,132014.8459
44,US,1 wk ahead cum death,quantile,0.9,132223.9361
45,US,1 wk ahead cum death,quantile,0.95,132822.3778
46,US,1 wk ahead cum death,quantile,0.975,133237.6058
47,US,1 wk ahead cum death,quantile,0.99,133740.2277
48,US,2 wk ahead inc death,point,,5349.44
49,US,2 wk ahead inc death,quantile,0.01,2202.2736
50,US,2 wk ahead inc death,quantile,0.025,2399.9678
51,US,2 wk ahead inc death,quantile,0.05,2596.2172
52,US,2 wk ahead inc death,quantile,0.1,2973.9528
53,US,2 wk ahead inc death,quantile,0.15,3499.2096
54,US,2 wk ahead inc death,quantile,0.2,3799.2919
55,US,2 wk ahead inc death,quantile,0.25,4241.782
56,US,2 wk ahead inc death,quantile,0.3,4418.6851
57,US,2 wk ahead inc death,quantile,0.35,4566.9706
58,US,2 wk ahead inc death,quantile,0.4,4811.0158
59,US,2 wk ahead inc death,quantile,0.45,5027.4371
60,US,2 wk ahead inc death,quantile,0.5,5323.01
61,US,2 wk ahead inc death,quantile,0.55,5525.1371
62,US,2 wk ahead inc death,quantile,0.6,5865.2625
63,US,2 wk ahead inc death,quantile,0.65,6064.5777
64,US,2 wk ahead inc death,quantile,0.7,6161.5891
65,US,2 wk ahead inc death,quantile,0.75,6337.6563
66,US,2 wk ahead inc death,quantile,0.8,6816.8438
67,US,2 wk ahead inc death,quantile,0.85,7291.6928
68,US,2 wk ahead inc death,quantile,0.9,7870.0252
69,US,2 wk ahead inc death,quantile,0.95,8220.4719
70,US,2 wk ahead inc death,quantile,0.975,8463.1612
71,US,2 wk ahead inc death,quantile,0.99,9308.4597
72,US,2 wk ahead cum death,point,,135778.0694
73,US,2 wk ahead cum death,quantile,0.01,132630.9035
74,US,2 wk ahead cum death,quantile,0.025,132828.5977
75,US,2 wk ahead cum death,quantile,0.05,133024.847
76,US,2 wk ahead cum death,quantile,0.1,133402.5826
77,US,2 wk ahead cum death,quantile,0.15,133927.8394
78,US,2 wk ahead cum death,quantile,0.2,134227.9218
79,US,2 wk ahead cum death,quantile,0.25,134670.4118
80,US,2 wk ahead cum death,quantile,0.3,134847.315
81,US,2 wk ahead cum death,quantile,0.35,134995.6004
82,US,2 wk ahead cum death,quantile,0.4,135239.6457
83,US,2 wk ahead cum death,quantile,0.45,135456.067
84,US,2 wk ahead cum death,quantile,0.5,135751.6399
85,US,2 wk ahead cum death,quantile,0.55,135953.767
86,US,2 wk ahead cum death,quantile,0.6,136293.8923
87,US,2 wk ahead cum death,quantile,0.65,136493.2076
88,US,2 wk ahead cum death,quantile,0.7,136590.219
89,US,2 wk ahead cum death,quantile,0.75,136766.2861
90,US,2 wk ahead cum death,quantile,0.8,137245.4736
91,US,2 wk ahead cum death,quantile,0.85,137720.3227
92,US,2 wk ahead cum death,quantile,0.9,138298.6551
93,US,2 wk ahead cum death,quantile,0.95,138649.1018
94,US,2 wk ahead cum death,quantile,0.975,138891.7911
95,US,2 wk ahead cum death,quantile,0.99,139737.0896
96,US,3 wk ahead inc death,point,,5658.89
97,US,3 wk ahead inc death,quantile,0.01,365.8848
98,US,3 wk ahead inc death,quantile,0.025,1118.5834
99,US,3 wk ahead inc death,quantile,0.05,1978.3106
100,US,3 wk ahead inc death,quantile,0.1,2726.3251
101,US,3 wk ahead inc death,quantile,0.15,3436.2041
102,US,3 wk ahead inc death,quantile,0.2,3735.8405
103,US,3 wk ahead inc death,quantile,0.25,4235.3405
104,US,3 wk ahead inc death,quantile,0.3,4659.2663
105,US,3 wk ahead inc death,quantile,0.35,4998.7413
106,US,3 wk ahead inc death,quantile,0.4,5223.023
107,US,3 wk ahead inc death,quantile,0.45,5490.8773
