,location,target,type,quantile,value
0,US,1 wk ahead inc death,point,,16724.92
1,US,1 wk ahead inc death,quantile,0.01,3043.6121
2,US,1 wk ahead inc death,quantile,0.025,4151.8388
3,US,1 wk ahead inc death,quantile,0.05,4911.905
4,US,1 wk ahead inc death,quantile,0.1,5478.257
5,US,1 wk ahead inc death,quantile,0.15,8589.4587
6,US,1 wk ahead inc death,quantile,0.2,9365.6871
7,US,1 wk ahead inc death,quantile,0.25,9671.0022
8,US,1 wk ahead inc death,quantile,0.3,10745.5116
9,US,1 wk ahead inc death,quantile,0.35,12980.5313
10,US,1 wk ahead inc death,quantile,0.4,14848.9463
11,US,1 wk ahead inc death,quantile,0.45,15770.8216
12,US,1 wk ahead inc death,quantile,0.5,15940.1631
13,US,1 wk ahead inc death,quantile,0.55,17000.0134
14,US,1 wk ahead inc death,quantile,0.6,18018.5723
15,US,1 wk ahead inc death,quantile,0.65,18329.6113
16,US,1 wk ahead inc death,quantile,0.7,19598.8025
17,US,1 wk ahead inc death,quantile,0.75,21240.2593
18,US,1 wk ahead inc death,quantile,0.8,23181.8469
19,US,1 wk ahead inc death,quantile,0.85,27738.3044
20,US,1 wk ahead inc death,quantile,0.9,29918.3139
21,US,1 wk ahead inc death,quantile,0.95,31009.1052
22,US,1 wk ahead inc death,quantile,0.975,33199.5657
23,US,1 wk ahead inc death,quantile,0.99,34414.7684
24,US,1 wk ahead cum death,point,,78592.9174
25,US,1 wk ahead cum death,quantile,0.01,64911.6121
26,US,1 wk ahead cum death,quantile,0.025,66019.8388
27,US,1 wk ahead cum death,quantile,0.05,66779.905
28,US,1 wk ahead cum death,quantile,0.1,67346.257
29,US,1 wk ahead cum death,quantile,0.15,70457.4587
30,US,1 wk ahead cum death,quantile,0.2,71233.6871
31,US,1 wk ahead cum death,quantile,0.25,71539.0022
32,US,1 wk ahead cum death,quantile,0.3,72613.5116
33,US,1 wk ahead cum death,quantile,0.35,74848.5313
34,US,1 wk ahead cum death,quantile,0.4,76716.9463
35,US,1 wk ahead cum death,quantile,0.45,77638.8216
36,US,1 wk ahead cum death,quantile,0.5,77808.1631
37,US,1 wk ahead cum death,quantile,0.55,78868.0134
38,US,1 wk ahead cum death,quantile,0.6,79886.5723
39,US,1 wk ahead cum death,quantile,0.65,80197.6113
40,US,1 wk ahead cum death,quantile,0.7,81466.8025
41,US,1 wk ahead cum death,quantile,0.75,83108.2593
42,US,1 wk ahead cum death,quantile,0.8,85049.8469
43,US,1 wk ahead cum death,quantile,0.85,89606.3044
44,US,1 wk ahead cum death,quantile,0.9,91786.3139
45,US,1 wk ahead cum death,quantile,0.95,92877.1052
46,US,1 wk ahead cum death,quantile,0.975,95067.5657
47,US,1 wk ahead cum death,quantile,0.99,96282.7684
48,US,2 wk ahead inc death,point,,25469.61
49,US,2 wk ahead inc death,quantile,0.01,14720.9521
50,US,2 wk ahead inc death,quantile,0.025,15276.8686
51,US,2 wk ahead inc death,quantile,0.05,16773.4345
52,US,2 wk ahead inc death,quantile,0.1,17085.79
53,US,2 wk ahead inc death,quantile,0.15,19195.4168
54,US,2 wk ahead inc death,quantile,0.2,19545.9594
55,US,2 wk ahead inc death,quantile,0.25,20286.1274
56,US,2 wk ahead inc death,quantile,0.3,20784.6254
57,US,2 wk ahead inc death,quantile,0.35,22121.4301
58,US,2 wk ahead inc death,quantile,0.4,22602.9059
59,US,2 wk ahead inc death,quantile,0.45,23948.3424
60,US,2 wk ahead inc death,quantile,0.5,24966.1182
61,US,2 wk ahead inc death,quantile,0.55,25568.8467
62,US,2 wk ahead inc death,quantile,0.6,26226.0965
63,US,2 wk ahead inc death,quantile,0.65,27471.3395
64,US,2 wk ahead inc death,quantile,0.7,29601.6215
65,US,2 wk ahead inc death,quantile,0.75,31506.9829
66,US,2 wk ahead inc death,quantile,0.8,32983.366
67,US,2 wk ahead inc death,quantile,0.85,34043.6145
68,US,2 wk ahead inc death,quantile,0.9,34238.9117
69,US,2 wk ahead inc death,quantile,0.95,35313.1873
70,US,2 wk ahead inc death,quantile,0.975,35673.5729
71,US,2 wk ahead inc death,quantile,0.99,36419.8911
72,US,2 wk ahead cum death,point,,104062.5245
