,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1321
1,US,2 day ahead inc death,point,,1174
2,US,3 day ahead inc death,point,,1174
3,US,4 day ahead inc death,point,,1174
4,US,5 day ahead inc death,point,,1174
5,US,6 day ahead inc death,point,,1174
6,US,7 day ahead inc death,point,,1174
7,US,8 day ahead inc death,point,,1174
8,US,1 day ahead cum death,point,,80849
9,US,2 day ahead cum death,point,,82023
10,US,3 day ahead cum death,point,,83197
11,US,4 day ahead cum death,point,,84371
12,US,5 day ahead cum death,point,,85545
13,US,6 day ahead cum death,point,,86719
14,US,7 day ahead cum death,point,,87893
15,US,8 day ahead cum death,point,,89067
16,US,1 wk ahead cum death,point,,85545
