,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,2214
1,US,2 day ahead inc death,point,,2248
2,US,3 day ahead inc death,point,,2249
3,US,4 day ahead inc death,point,,2248
4,US,5 day ahead inc death,point,,2249
5,US,6 day ahead inc death,point,,2249
6,US,7 day ahead inc death,point,,2248
7,US,8 day ahead inc death,point,,2249
8,US,1 day ahead cum death,point,,75645
9,US,2 day ahead cum death,point,,77893
10,US,3 day ahead cum death,point,,80142
11,US,4 day ahead cum death,point,,82390
12,US,5 day ahead cum death,point,,84639
13,US,6 day ahead cum death,point,,86887
14,US,7 day ahead cum death,point,,89136
15,US,8 day ahead cum death,point,,91384
