,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,2010
1,US,2 day ahead inc death,point,,1930
2,US,3 day ahead inc death,point,,1930
3,US,4 day ahead inc death,point,,1930
4,US,5 day ahead inc death,point,,1930
5,US,6 day ahead inc death,point,,1930
6,US,7 day ahead inc death,point,,1930
7,US,8 day ahead inc death,point,,1930
8,US,1 day ahead cum death,point,,56886
9,US,2 day ahead cum death,point,,58816
10,US,3 day ahead cum death,point,,60745
11,US,4 day ahead cum death,point,,62675
12,US,5 day ahead cum death,point,,64604
13,US,6 day ahead cum death,point,,66534
14,US,7 day ahead cum death,point,,68463
15,US,8 day ahead cum death,point,,70393
16,US,1 wk ahead cum death,point,,64604
