,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,2232
1,US,2 day ahead inc death,point,,2423
2,US,3 day ahead inc death,point,,2630
3,US,4 day ahead inc death,point,,2856
4,US,5 day ahead inc death,point,,3100
5,US,6 day ahead inc death,point,,3366
6,US,7 day ahead inc death,point,,3654
7,US,8 day ahead inc death,point,,3967
8,US,1 day ahead cum death,point,,28289
9,US,2 day ahead cum death,point,,30711
10,US,3 day ahead cum death,point,,33342
11,US,4 day ahead cum death,point,,36197
12,US,5 day ahead cum death,point,,39297
13,US,6 day ahead cum death,point,,42663
14,US,7 day ahead cum death,point,,46317
15,US,8 day ahead cum death,point,,50283
