,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,4334
1,US,2 day ahead inc death,point,,4898
2,US,3 day ahead inc death,point,,5536
3,US,4 day ahead inc death,point,,6256
4,US,5 day ahead inc death,point,,7071
5,US,6 day ahead inc death,point,,7991
6,US,7 day ahead inc death,point,,9032
7,US,8 day ahead inc death,point,,10208
8,US,1 day ahead cum death,point,,37618
9,US,2 day ahead cum death,point,,42515
10,US,3 day ahead cum death,point,,48051
11,US,4 day ahead cum death,point,,54307
12,US,5 day ahead cum death,point,,61378
13,US,6 day ahead cum death,point,,69370
14,US,7 day ahead cum death,point,,78401
15,US,8 day ahead cum death,point,,88609
