,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1800
1,US,2 day ahead inc death,point,,1815
2,US,3 day ahead inc death,point,,1814
3,US,4 day ahead inc death,point,,1815
4,US,5 day ahead inc death,point,,1815
5,US,6 day ahead inc death,point,,1815
6,US,7 day ahead inc death,point,,1815
7,US,8 day ahead inc death,point,,1815
8,US,1 day ahead cum death,point,,44339
9,US,2 day ahead cum death,point,,46154
10,US,3 day ahead cum death,point,,47968
11,US,4 day ahead cum death,point,,49783
12,US,5 day ahead cum death,point,,51597
13,US,6 day ahead cum death,point,,53412
14,US,7 day ahead cum death,point,,55226
15,US,8 day ahead cum death,point,,57041
