,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,2047
1,US,2 day ahead inc death,point,,2051
2,US,3 day ahead inc death,point,,2051
3,US,4 day ahead inc death,point,,2051
4,US,5 day ahead inc death,point,,2051
5,US,6 day ahead inc death,point,,2051
6,US,7 day ahead inc death,point,,2051
7,US,8 day ahead inc death,point,,2051
8,US,1 day ahead cum death,point,,67115
9,US,2 day ahead cum death,point,,69166
10,US,3 day ahead cum death,point,,71217
11,US,4 day ahead cum death,point,,73268
12,US,5 day ahead cum death,point,,75319
13,US,6 day ahead cum death,point,,77370
14,US,7 day ahead cum death,point,,79421
15,US,8 day ahead cum death,point,,81472
16,US,1 wk ahead cum death,point,,79421
