,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,597
1,US,2 day ahead inc death,point,,597
2,US,3 day ahead inc death,point,,596
3,US,4 day ahead inc death,point,,597
4,US,5 day ahead inc death,point,,596
5,US,6 day ahead inc death,point,,597
6,US,7 day ahead inc death,point,,597
7,US,1 day ahead cum death,point,,100074
8,US,2 day ahead cum death,point,,100670
9,US,3 day ahead cum death,point,,101267
10,US,4 day ahead cum death,point,,101863
11,US,5 day ahead cum death,point,,102460
12,US,6 day ahead cum death,point,,103056
13,US,7 day ahead cum death,point,,103653
