,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1180
1,US,2 day ahead inc death,point,,1180
2,US,3 day ahead inc death,point,,1180
3,US,4 day ahead inc death,point,,1180
4,US,5 day ahead inc death,point,,1180
5,US,6 day ahead inc death,point,,1180
6,US,7 day ahead inc death,point,,1180
7,US,1 day ahead cum death,point,,94149
8,US,2 day ahead cum death,point,,95328
9,US,3 day ahead cum death,point,,96508
10,US,4 day ahead cum death,point,,97687
11,US,5 day ahead cum death,point,,98867
12,US,6 day ahead cum death,point,,100046
13,US,7 day ahead cum death,point,,101226
