,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,567
1,US,2 day ahead inc death,point,,567
2,US,3 day ahead inc death,point,,567
3,US,4 day ahead inc death,point,,567
4,US,5 day ahead inc death,point,,567
5,US,6 day ahead inc death,point,,567
6,US,7 day ahead inc death,point,,567
7,US,1 day ahead cum death,point,,99375
8,US,2 day ahead cum death,point,,99942
9,US,3 day ahead cum death,point,,100508
10,US,4 day ahead cum death,point,,101075
11,US,5 day ahead cum death,point,,101641
12,US,6 day ahead cum death,point,,102208
13,US,7 day ahead cum death,point,,102774
