,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1503
1,US,2 day ahead inc death,point,,1424
2,US,3 day ahead inc death,point,,1424
3,US,4 day ahead inc death,point,,1424
4,US,5 day ahead inc death,point,,1424
5,US,6 day ahead inc death,point,,1424
6,US,7 day ahead inc death,point,,1424
7,US,8 day ahead inc death,point,,1424
8,US,1 day ahead cum death,point,,90257
9,US,2 day ahead cum death,point,,91681
10,US,3 day ahead cum death,point,,93105
11,US,4 day ahead cum death,point,,94529
12,US,5 day ahead cum death,point,,95953
13,US,6 day ahead cum death,point,,97377
14,US,7 day ahead cum death,point,,98801
15,US,8 day ahead cum death,point,,100225
16,US,1 wk ahead cum death,point,,97377
