,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1099
1,US,2 day ahead inc death,point,,1099
2,US,3 day ahead inc death,point,,1099
3,US,4 day ahead inc death,point,,1099
4,US,5 day ahead inc death,point,,1099
5,US,6 day ahead inc death,point,,1099
6,US,7 day ahead inc death,point,,1099
7,US,1 day ahead cum death,point,,102480
8,US,2 day ahead cum death,point,,103579
9,US,3 day ahead cum death,point,,104678
10,US,4 day ahead cum death,point,,105777
11,US,5 day ahead cum death,point,,106876
12,US,6 day ahead cum death,point,,107975
13,US,7 day ahead cum death,point,,109074
